sample_id,analyte,station,value_raw,unit,analysis_datetime_raw,source_file,session_datetime,value,analysis_datetime,source_kind,process,analyte_canonical,analyte_priority,is_numeric
DOE-LAB003-13,PYRUVIC ACID,ST1,47,mg/L,19-06-2026 13:00:46,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,47.0,2026-06-19 13:00:46,EXPAuto,F3,pyruvic_acid_mg_l,0,True
DOE-LAB003-13,GLU-FRU-320,ST1,"104,06",g/L,19-06-2026 13:00:22,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,104.06,2026-06-19 13:00:22,EXPAuto,F3,sugar_total_g_l,0,True
DOE-LAB003-13,GLUCOSE-320,ST1,"26,69",g/L,19-06-2026 12:59:34,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,26.69,2026-06-19 12:59:34,EXPAuto,F3,glucose_g_l,0,True
DOE-LAB003-13,ACETALDEHID-1000,ST1,82,mg/L,19-06-2026 13:03:10,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,82.0,2026-06-19 13:03:10,EXPAuto,F3,acetaldehyde_mg_l,0,True
DOE-LAB001-14,ACETIC ACID,ST1,"0,81",g/L,19-06-2026 16:52:40,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,0.81,2026-06-19 16:52:40,EXPAuto,F1,acetic_acid_g_l,0,True
DOE-LAB001-14,AMMONIA,ST1,2,mg/L,19-06-2026 16:40:39,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,2.0,2026-06-19 16:40:39,EXPAuto,F1,ammonia_mg_l,0,True
DOE-LAB001-14,GLYCEROL,ST1,"6,39",g/L,19-06-2026 16:52:40,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,6.39,2026-06-19 16:52:40,EXPAuto,F1,glycerol_g_l,0,True
DOE-LAB001-14,PAN,ST1,-10,mg/L,19-06-2026 16:39:03,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,-10.0,2026-06-19 16:39:03,EXPAuto,F1,pan_mg_l,0,True
DOE-LAB001-14,PYRUVIC ACID,ST1,30,mg/L,19-06-2026 16:49:52,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,30.0,2026-06-19 16:49:52,EXPAuto,F1,pyruvic_acid_mg_l,0,True
DOE-LAB001-14,GLU-FRU-320,ST1,"102,20",g/L,19-06-2026 16:50:16,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,102.2,2026-06-19 16:50:16,EXPAuto,F1,sugar_total_g_l,0,True
DOE-LAB001-14,GLUCOSE-320,ST1,"29,85",g/L,19-06-2026 16:49:52,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,29.85,2026-06-19 16:49:52,EXPAuto,F1,glucose_g_l,0,True
DOE-LAB001-14,ACETALDEHID-1000,ST1,129,mg/L,19-06-2026 16:52:16,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,129.0,2026-06-19 16:52:16,EXPAuto,F1,acetaldehyde_mg_l,0,True
DOE-LAB002-14,ACETIC ACID,ST1,"0,32",g/L,19-06-2026 17:00:17,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,0.32,2026-06-19 17:00:17,EXPAuto,F2,acetic_acid_g_l,0,True
DOE-LAB002-14,AMMONIA,ST1,0,mg/L,19-06-2026 16:41:28,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,0.0,2026-06-19 16:41:28,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-14,GLYCEROL,ST1,"3,76",g/L,19-06-2026 17:00:17,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,3.76,2026-06-19 17:00:17,EXPAuto,F2,glycerol_g_l,0,True
DOE-LAB002-14,PAN,ST1,-31,mg/L,19-06-2026 16:39:51,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,-31.0,2026-06-19 16:39:51,EXPAuto,F2,pan_mg_l,0,True
DOE-LAB002-14,PYRUVIC ACID,ST1,52,mg/L,19-06-2026 16:57:29,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,52.0,2026-06-19 16:57:29,EXPAuto,F2,pyruvic_acid_mg_l,0,True
DOE-LAB002-14,GLU-FRU-320,ST1,"125,65",g/L,19-06-2026 16:57:05,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,125.65,2026-06-19 16:57:05,EXPAuto,F2,sugar_total_g_l,0,True
DOE-LAB002-14,GLUCOSE-320,ST1,"48,11",g/L,19-06-2026 16:56:16,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,48.11,2026-06-19 16:56:16,EXPAuto,F2,glucose_g_l,0,True
DOE-LAB002-14,ACETALDEHID-1000,ST1,75,mg/L,19-06-2026 16:59:53,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,75.0,2026-06-19 16:59:53,EXPAuto,F2,acetaldehyde_mg_l,0,True
DOE-LAB003-14,ACETIC ACID,ST1,"0,63",g/L,19-06-2026 17:07:53,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,0.63,2026-06-19 17:07:53,EXPAuto,F3,acetic_acid_g_l,0,True
DOE-LAB003-14,AMMONIA,ST1,0,mg/L,19-06-2026 16:43:51,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,0.0,2026-06-19 16:43:51,EXPAuto,F3,ammonia_mg_l,0,True
DOE-LAB003-14,GLYCEROL,ST1,"5,42",g/L,19-06-2026 17:07:54,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,5.42,2026-06-19 17:07:54,EXPAuto,F3,glycerol_g_l,0,True
DOE-LAB003-14,PAN,ST1,-27,mg/L,19-06-2026 16:42:15,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,-27.0,2026-06-19 16:42:15,EXPAuto,F3,pan_mg_l,0,True
DOE-LAB003-14,PYRUVIC ACID,ST1,50,mg/L,19-06-2026 17:05:05,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,50.0,2026-06-19 17:05:05,EXPAuto,F3,pyruvic_acid_mg_l,0,True
DOE-LAB003-14,GLU-FRU-320,ST1,"97,81",g/L,19-06-2026 17:04:41,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,97.81,2026-06-19 17:04:41,EXPAuto,F3,sugar_total_g_l,0,True
DOE-LAB003-14,GLUCOSE-320,ST1,"24,41",g/L,19-06-2026 17:03:53,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,24.41,2026-06-19 17:03:53,EXPAuto,F3,glucose_g_l,0,True
DOE-LAB003-14,ACETALDEHID-1000,ST1,84,mg/L,19-06-2026 17:07:29,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 16-24).txt,2026-06-19 16:24:00,84.0,2026-06-19 17:07:29,EXPAuto,F3,acetaldehyde_mg_l,0,True
DOE-LAB001-15,ACETIC ACID,ST1,"0,83",g/L,22-06-2026 12:06:58,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,0.83,2026-06-22 12:06:58,EXPAuto,F1,acetic_acid_g_l,0,True
DOE-LAB001-15,AMMONIA,ST1,-3,mg/L,22-06-2026 10:40:09,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,-3.0,2026-06-22 10:40:09,EXPAuto,F1,ammonia_mg_l,0,True
DOE-LAB001-15,GLYCEROL,ST1,"7,46",g/L,22-06-2026 12:06:59,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,7.46,2026-06-22 12:06:59,EXPAuto,F1,glycerol_g_l,0,True
DOE-LAB001-15,PAN,ST1,14,mg/L,22-06-2026 10:38:33,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,14.0,2026-06-22 10:38:33,EXPAuto,F1,pan_mg_l,0,True
DOE-LAB001-15,PYRUVIC ACID,ST1,31,mg/L,22-06-2026 12:04:10,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,31.0,2026-06-22 12:04:10,EXPAuto,F1,pyruvic_acid_mg_l,0,True
DOE-LAB001-15,GLU-FRU-320,ST1,"37,84",g/L,22-06-2026 12:04:34,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,37.84,2026-06-22 12:04:34,EXPAuto,F1,sugar_total_g_l,0,True
DOE-LAB001-15,GLUCOSE-320,ST1,"4,43",g/L,22-06-2026 12:04:10,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,4.43,2026-06-22 12:04:10,EXPAuto,F1,glucose_g_l,0,True
DOE-LAB001-15,ACETALDEHID-1000,ST1,48,mg/L,22-06-2026 12:06:34,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,48.0,2026-06-22 12:06:34,EXPAuto,F1,acetaldehyde_mg_l,0,True
DOE-LAB001-16,ACETIC ACID,ST1,"0,87",g/L,22-06-2026 16:33:53,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,0.87,2026-06-22 16:33:53,EXPAuto,F1,acetic_acid_g_l,0,True
DOE-LAB001-16,AMMONIA,ST1,-1,mg/L,22-06-2026 16:23:28,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,-1.0,2026-06-22 16:23:28,EXPAuto,F1,ammonia_mg_l,0,True
DOE-LAB001-16,GLYCEROL,ST1,"7,03",g/L,22-06-2026 16:33:54,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,7.03,2026-06-22 16:33:54,EXPAuto,F1,glycerol_g_l,0,True
DOE-LAB001-16,PAN,ST1,13,mg/L,22-06-2026 16:21:52,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,13.0,2026-06-22 16:21:52,EXPAuto,F1,pan_mg_l,0,True
DOE-LAB001-16,PYRUVIC ACID,ST1,27,mg/L,22-06-2026 16:31:06,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,27.0,2026-06-22 16:31:06,EXPAuto,F1,pyruvic_acid_mg_l,0,True
DOE-LAB001-16,GLU-FRU-320,ST1,"33,97",g/L,22-06-2026 16:31:29,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,33.97,2026-06-22 16:31:29,EXPAuto,F1,sugar_total_g_l,0,True
DOE-LAB001-16,GLUCOSE-320,ST1,"3,33",g/L,22-06-2026 16:31:05,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,3.33,2026-06-22 16:31:05,EXPAuto,F1,glucose_g_l,0,True
DOE-LAB001-16,ACETALDEHID-1000,ST1,68,mg/L,22-06-2026 16:33:29,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,68.0,2026-06-22 16:33:29,EXPAuto,F1,acetaldehyde_mg_l,0,True
DOE-LAB002-15,ACETIC ACID,ST1,"0,33",g/L,22-06-2026 12:14:35,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,0.33,2026-06-22 12:14:35,EXPAuto,F2,acetic_acid_g_l,0,True
DOE-LAB002-15,AMMONIA,ST1,-2,mg/L,22-06-2026 10:40:57,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,-2.0,2026-06-22 10:40:57,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-15,GLYCEROL,ST1,"4,50",g/L,22-06-2026 12:14:35,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,4.5,2026-06-22 12:14:35,EXPAuto,F2,glycerol_g_l,0,True
DOE-LAB002-15,PAN,ST1,-7,mg/L,22-06-2026 10:39:21,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,-7.0,2026-06-22 10:39:21,EXPAuto,F2,pan_mg_l,0,True
DOE-LAB002-15,PYRUVIC ACID,ST1,70,mg/L,22-06-2026 12:11:47,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,70.0,2026-06-22 12:11:47,EXPAuto,F2,pyruvic_acid_mg_l,0,True
DOE-LAB002-15,GLU-FRU-320,ST1,"92,80",g/L,22-06-2026 12:11:23,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,92.8,2026-06-22 12:11:23,EXPAuto,F2,sugar_total_g_l,0,True
DOE-LAB002-15,GLUCOSE-320,ST1,"27,22",g/L,22-06-2026 12:10:35,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,27.22,2026-06-22 12:10:35,EXPAuto,F2,glucose_g_l,0,True
DOE-LAB002-15,ACETALDEHID-1000,ST1,59,mg/L,22-06-2026 12:14:11,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,59.0,2026-06-22 12:14:11,EXPAuto,F2,acetaldehyde_mg_l,0,True
DOE-LAB002-16,ACETIC ACID,ST1,"0,38",g/L,22-06-2026 16:41:30,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,0.38,2026-06-22 16:41:30,EXPAuto,F2,acetic_acid_g_l,0,True
DOE-LAB002-16,AMMONIA,ST1,-4,mg/L,22-06-2026 16:24:16,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,-4.0,2026-06-22 16:24:16,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-16,GLYCEROL,ST1,"4,43",g/L,22-06-2026 16:41:31,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,4.43,2026-06-22 16:41:31,EXPAuto,F2,glycerol_g_l,0,True
DOE-LAB002-16,PAN,ST1,-5,mg/L,22-06-2026 16:22:40,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,-5.0,2026-06-22 16:22:40,EXPAuto,F2,pan_mg_l,0,True
DOE-LAB002-16,PYRUVIC ACID,ST1,81,mg/L,22-06-2026 16:38:42,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,81.0,2026-06-22 16:38:42,EXPAuto,F2,pyruvic_acid_mg_l,0,True
DOE-LAB002-16,GLU-FRU-320,ST1,"87,72",g/L,22-06-2026 16:38:18,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,87.72,2026-06-22 16:38:18,EXPAuto,F2,sugar_total_g_l,0,True
DOE-LAB002-16,GLUCOSE-320,ST1,"25,11",g/L,22-06-2026 16:37:30,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,25.11,2026-06-22 16:37:30,EXPAuto,F2,glucose_g_l,0,True
DOE-LAB002-16,ACETALDEHID-1000,ST1,86,mg/L,22-06-2026 16:41:06,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,86.0,2026-06-22 16:41:06,EXPAuto,F2,acetaldehyde_mg_l,0,True
DOE-LAB003-15,ACETIC ACID,ST1,"0,61",g/L,22-06-2026 12:22:12,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,0.61,2026-06-22 12:22:12,EXPAuto,F3,acetic_acid_g_l,0,True
DOE-LAB003-15,AMMONIA,ST1,-4,mg/L,22-06-2026 10:43:21,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,-4.0,2026-06-22 10:43:21,EXPAuto,F3,ammonia_mg_l,0,True
DOE-LAB003-15,GLYCEROL,ST1,"6,02",g/L,22-06-2026 12:22:12,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,6.02,2026-06-22 12:22:12,EXPAuto,F3,glycerol_g_l,0,True
DOE-LAB003-15,PAN,ST1,-1,mg/L,22-06-2026 10:41:45,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,-1.0,2026-06-22 10:41:45,EXPAuto,F3,pan_mg_l,0,True
DOE-LAB003-15,PYRUVIC ACID,ST1,59,mg/L,22-06-2026 12:19:23,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,59.0,2026-06-22 12:19:23,EXPAuto,F3,pyruvic_acid_mg_l,0,True
DOE-LAB003-15,GLU-FRU-320,ST1,"30,96",g/L,22-06-2026 12:18:59,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,30.96,2026-06-22 12:18:59,EXPAuto,F3,sugar_total_g_l,0,True
DOE-LAB003-15,GLUCOSE-320,ST1,"1,83",g/L,22-06-2026 12:18:11,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,1.83,2026-06-22 12:18:11,EXPAuto,F3,glucose_g_l,0,True
DOE-LAB003-15,ACETALDEHID-1000,ST1,36,mg/L,22-06-2026 12:21:47,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,36.0,2026-06-22 12:21:47,EXPAuto,F3,acetaldehyde_mg_l,0,True
DOE-LAB003-16,ACETIC ACID,ST1,"0,61",g/L,22-06-2026 16:49:07,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,0.61,2026-06-22 16:49:07,EXPAuto,F3,acetic_acid_g_l,0,True
DOE-LAB003-16,AMMONIA,ST1,-3,mg/L,22-06-2026 16:26:40,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,-3.0,2026-06-22 16:26:40,EXPAuto,F3,ammonia_mg_l,0,True
DOE-LAB003-16,GLYCEROL,ST1,"6,10",g/L,22-06-2026 16:49:07,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,6.1,2026-06-22 16:49:07,EXPAuto,F3,glycerol_g_l,0,True
DOE-LAB003-16,PAN,ST1,-3,mg/L,22-06-2026 16:25:04,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,-3.0,2026-06-22 16:25:04,EXPAuto,F3,pan_mg_l,0,True
DOE-LAB003-16,PYRUVIC ACID,ST1,53,mg/L,22-06-2026 16:46:18,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,53.0,2026-06-22 16:46:18,EXPAuto,F3,pyruvic_acid_mg_l,0,True
DOE-LAB003-16,GLU-FRU-320,ST1,"27,52",g/L,22-06-2026 16:45:54,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,27.52,2026-06-22 16:45:54,EXPAuto,F3,sugar_total_g_l,0,True
DOE-LAB003-16,GLUCOSE-320,ST1,"1,10",g/L,22-06-2026 16:45:06,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,1.1,2026-06-22 16:45:06,EXPAuto,F3,glucose_g_l,0,True
DOE-LAB003-16,ACETALDEHID-1000,ST1,47,mg/L,22-06-2026 16:48:43,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-22 09-29).txt,2026-06-22 09:29:00,47.0,2026-06-22 16:48:43,EXPAuto,F3,acetaldehyde_mg_l,0,True
DOE-LAB001-19,ACETIC ACID,ST1,"0,93",g/L,24-06-2026 11:58:07,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-24 10-57).txt,2026-06-24 10:57:00,0.93,2026-06-24 11:58:07,EXPAuto,F1,acetic_acid_g_l,0,True
DOE-LAB001-19,AMMONIA,ST1,2,mg/L,24-06-2026 11:46:31,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-24 10-57).txt,2026-06-24 10:57:00,2.0,2026-06-24 11:46:31,EXPAuto,F1,ammonia_mg_l,0,True
DOE-LAB001-19,GLUCOSE,ST1,"1,41",g/L,24-06-2026 11:53:43,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-24 10-57).txt,2026-06-24 10:57:00,1.41,2026-06-24 11:53:43,EXPAuto,F1,glucose_g_l,1,True
DOE-LAB001-19,GLUCOSE-FRUCTOSE,ST1,Out High,g/L,24-06-2026 11:54:07,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-24 10-57).txt,2026-06-24 10:57:00,,2026-06-24 11:54:07,EXPAuto,F1,sugar_total_g_l,1,False
DOE-LAB001-19,GLYCEROL,ST1,"7,46",g/L,24-06-2026 11:58:56,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-24 10-57).txt,2026-06-24 10:57:00,7.46,2026-06-24 11:58:56,EXPAuto,F1,glycerol_g_l,0,True
DOE-LAB001-19,PAN,ST1,26,mg/L,24-06-2026 11:44:55,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-24 10-57).txt,2026-06-24 10:57:00,26.0,2026-06-24 11:44:55,EXPAuto,F1,pan_mg_l,0,True
DOE-LAB001-19,PYRUVIC ACID,ST1,12,mg/L,24-06-2026 11:56:08,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-24 10-57).txt,2026-06-24 10:57:00,12.0,2026-06-24 11:56:08,EXPAuto,F1,pyruvic_acid_mg_l,0,True
DOE-LAB001-19,GLU-FRU-320,ST1,"13,73",g/L,24-06-2026 11:56:07,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-24 10-57).txt,2026-06-24 10:57:00,13.73,2026-06-24 11:56:07,EXPAuto,F1,sugar_total_g_l,0,True
DOE-LAB001-19,ACETALDEHID-1000,ST1,36,mg/L,24-06-2026 11:57:19,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-24 10-57).txt,2026-06-24 10:57:00,36.0,2026-06-24 11:57:19,EXPAuto,F1,acetaldehyde_mg_l,0,True
DOE-LAB002-19,ACETIC ACID,ST1,"0,45",g/L,24-06-2026 12:07:20,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-24 10-57).txt,2026-06-24 10:57:00,0.45,2026-06-24 12:07:20,EXPAuto,F2,acetic_acid_g_l,0,True
DOE-LAB002-19,AMMONIA,ST1,0,mg/L,24-06-2026 11:48:55,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-24 10-57).txt,2026-06-24 10:57:00,0.0,2026-06-24 11:48:55,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-19,GLYCEROL,ST1,"5,11",g/L,24-06-2026 12:06:32,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-24 10-57).txt,2026-06-24 10:57:00,5.11,2026-06-24 12:06:32,EXPAuto,F2,glycerol_g_l,0,True
