ensemble_member,policy,drying_time_h,strategy,dose_design,watermark,candidate_only_not_for_physical_execution
50,II_diagonal_1__N80__anchor,202.2218108011046,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
50,II_diagonal_1__N80__cold_early,207.18582733576145,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
50,II_diagonal_1__N80__warm_late,184.99667228034545,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
51,II_diagonal_1__N80__anchor,202.99074428884074,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
51,II_diagonal_1__N80__cold_early,208.35419919004678,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
51,II_diagonal_1__N80__warm_late,185.67991950691436,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
52,II_diagonal_1__N80__anchor,194.8924531032,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
52,II_diagonal_1__N80__cold_early,199.7499463430716,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
52,II_diagonal_1__N80__warm_late,178.6314615214821,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
53,II_diagonal_1__N80__anchor,190.5503764769422,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
53,II_diagonal_1__N80__cold_early,195.40622054407743,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
53,II_diagonal_1__N80__warm_late,174.15548120578887,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
54,II_diagonal_1__N80__anchor,202.9757124913776,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
54,II_diagonal_1__N80__cold_early,207.57147139094033,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
54,II_diagonal_1__N80__warm_late,187.1227117595108,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
55,II_diagonal_1__N80__anchor,186.61606560448902,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
55,II_diagonal_1__N80__cold_early,191.0177165363778,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
55,II_diagonal_1__N80__warm_late,170.86522896008898,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
56,II_diagonal_1__N80__anchor,206.65149599318565,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
56,II_diagonal_1__N80__cold_early,212.0790540786289,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
56,II_diagonal_1__N80__warm_late,188.64395654663815,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
57,II_diagonal_1__N80__anchor,203.01916929267392,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
57,II_diagonal_1__N80__cold_early,208.2424102012725,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
57,II_diagonal_1__N80__warm_late,186.38669217148808,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
58,II_diagonal_1__N80__anchor,179.6006868250601,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
58,II_diagonal_1__N80__cold_early,183.99079033541526,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
58,II_diagonal_1__N80__warm_late,163.90965348672884,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
59,II_diagonal_1__N80__anchor,196.43474900100225,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
59,II_diagonal_1__N80__cold_early,201.29897373305454,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
59,II_diagonal_1__N80__warm_late,180.38123729763342,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
60,II_diagonal_1__N80__anchor,185.6847840320857,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
60,II_diagonal_1__N80__cold_early,190.35795789755832,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
60,II_diagonal_1__N80__warm_late,169.64687067658002,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
61,II_diagonal_1__N80__anchor,194.89400486400254,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
61,II_diagonal_1__N80__cold_early,200.26194300600952,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
61,II_diagonal_1__N80__warm_late,177.60117816302454,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
62,II_diagonal_1__N80__anchor,197.96232090616192,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
62,II_diagonal_1__N80__cold_early,202.84114117944415,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
62,II_diagonal_1__N80__warm_late,181.88109394581235,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
63,II_diagonal_1__N80__anchor,200.4473986377255,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
63,II_diagonal_1__N80__cold_early,204.93590758996626,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
63,II_diagonal_1__N80__warm_late,184.18853976261522,II_diagonal_1,N80,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
0,II_diagonal_1__N76_historical_anchor__anchor,190.90219260258172,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
0,II_diagonal_1__N76_historical_anchor__cold_early,196.46373144992162,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
0,II_diagonal_1__N76_historical_anchor__warm_late,178.15014791910303,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
1,II_diagonal_1__N76_historical_anchor__anchor,187.4344324765886,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
1,II_diagonal_1__N76_historical_anchor__cold_early,193.98490094220796,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
1,II_diagonal_1__N76_historical_anchor__warm_late,172.52171413856632,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
2,II_diagonal_1__N76_historical_anchor__anchor,203.39658647414333,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
2,II_diagonal_1__N76_historical_anchor__cold_early,209.88669449765544,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
2,II_diagonal_1__N76_historical_anchor__warm_late,188.5391790491629,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
3,II_diagonal_1__N76_historical_anchor__anchor,197.18596181329016,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
3,II_diagonal_1__N76_historical_anchor__cold_early,204.55869668922708,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
3,II_diagonal_1__N76_historical_anchor__warm_late,181.17393076657837,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
4,II_diagonal_1__N76_historical_anchor__anchor,190.79547622539806,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
4,II_diagonal_1__N76_historical_anchor__cold_early,198.20826965891254,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
4,II_diagonal_1__N76_historical_anchor__warm_late,174.2202913193406,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
5,II_diagonal_1__N76_historical_anchor__anchor,202.2801420169269,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
5,II_diagonal_1__N76_historical_anchor__cold_early,209.85982842551752,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
5,II_diagonal_1__N76_historical_anchor__warm_late,186.40699246598865,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
6,II_diagonal_1__N76_historical_anchor__anchor,190.233151321516,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
6,II_diagonal_1__N76_historical_anchor__cold_early,190.71964086733334,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
6,II_diagonal_1__N76_historical_anchor__warm_late,188.5447845835107,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
7,II_diagonal_1__N76_historical_anchor__anchor,429.1242147321335,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
7,II_diagonal_1__N76_historical_anchor__cold_early,425.8431838331674,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
7,II_diagonal_1__N76_historical_anchor__warm_late,446.5339958657617,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
8,II_diagonal_1__N76_historical_anchor__anchor,201.5239463183827,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
8,II_diagonal_1__N76_historical_anchor__cold_early,213.91168886486972,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
8,II_diagonal_1__N76_historical_anchor__warm_late,175.52248818138906,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
9,II_diagonal_1__N76_historical_anchor__anchor,153.35390975476133,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
9,II_diagonal_1__N76_historical_anchor__cold_early,165.7553276787605,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
9,II_diagonal_1__N76_historical_anchor__warm_late,123.03371597703901,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
10,II_diagonal_1__N76_historical_anchor__anchor,200.30432187380393,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
10,II_diagonal_1__N76_historical_anchor__cold_early,207.48447792922624,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
10,II_diagonal_1__N76_historical_anchor__warm_late,184.0367781764277,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
11,II_diagonal_1__N76_historical_anchor__anchor,191.44464304899404,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
11,II_diagonal_1__N76_historical_anchor__cold_early,198.34432716105653,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
11,II_diagonal_1__N76_historical_anchor__warm_late,176.14729611801857,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
12,II_diagonal_1__N76_historical_anchor__anchor,200.4847531864816,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
12,II_diagonal_1__N76_historical_anchor__cold_early,207.95129555556144,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
12,II_diagonal_1__N76_historical_anchor__warm_late,183.8609705363181,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
13,II_diagonal_1__N76_historical_anchor__anchor,185.42494609819127,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
13,II_diagonal_1__N76_historical_anchor__cold_early,191.85795198170152,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
13,II_diagonal_1__N76_historical_anchor__warm_late,170.68678277217182,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
14,II_diagonal_1__N76_historical_anchor__anchor,183.02157536060287,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
14,II_diagonal_1__N76_historical_anchor__cold_early,188.77024562720334,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
14,II_diagonal_1__N76_historical_anchor__warm_late,169.56213722676398,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
15,II_diagonal_1__N76_historical_anchor__anchor,196.89959560084085,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
15,II_diagonal_1__N76_historical_anchor__cold_early,203.49819961580016,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
15,II_diagonal_1__N76_historical_anchor__warm_late,181.58840572106996,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
16,II_diagonal_1__N76_historical_anchor__anchor,210.33514591118455,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
16,II_diagonal_1__N76_historical_anchor__cold_early,218.84609725363507,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
16,II_diagonal_1__N76_historical_anchor__warm_late,192.25901675842155,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
17,II_diagonal_1__N76_historical_anchor__anchor,183.67784871557825,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
17,II_diagonal_1__N76_historical_anchor__cold_early,189.91721466697558,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
17,II_diagonal_1__N76_historical_anchor__warm_late,169.2368401040163,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
18,II_diagonal_1__N76_historical_anchor__anchor,190.78804936225703,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
18,II_diagonal_1__N76_historical_anchor__cold_early,197.1495711035025,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
18,II_diagonal_1__N76_historical_anchor__warm_late,176.26269012336664,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
19,II_diagonal_1__N76_historical_anchor__anchor,211.96763189996713,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
19,II_diagonal_1__N76_historical_anchor__cold_early,219.96640321979055,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
19,II_diagonal_1__N76_historical_anchor__warm_late,194.93438119194164,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
20,II_diagonal_1__N76_historical_anchor__anchor,206.0552546491422,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
20,II_diagonal_1__N76_historical_anchor__cold_early,213.13539441213865,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
20,II_diagonal_1__N76_historical_anchor__warm_late,190.27126012450717,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
21,II_diagonal_1__N76_historical_anchor__anchor,201.4199219575501,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
21,II_diagonal_1__N76_historical_anchor__cold_early,208.02932461878058,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
21,II_diagonal_1__N76_historical_anchor__warm_late,187.0715698025401,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
22,II_diagonal_1__N76_historical_anchor__anchor,190.19218858667438,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
22,II_diagonal_1__N76_historical_anchor__cold_early,197.2332575483176,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
22,II_diagonal_1__N76_historical_anchor__warm_late,174.2749240536138,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
23,II_diagonal_1__N76_historical_anchor__anchor,186.5606944419702,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
23,II_diagonal_1__N76_historical_anchor__cold_early,192.5167560687317,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
23,II_diagonal_1__N76_historical_anchor__warm_late,172.70521753496215,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
24,II_diagonal_1__N76_historical_anchor__anchor,185.26799208008993,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
24,II_diagonal_1__N76_historical_anchor__cold_early,190.84693110623047,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
24,II_diagonal_1__N76_historical_anchor__warm_late,172.08821021344409,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
25,II_diagonal_1__N76_historical_anchor__anchor,192.04201677984742,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
25,II_diagonal_1__N76_historical_anchor__cold_early,198.39272309420778,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
25,II_diagonal_1__N76_historical_anchor__warm_late,177.8083177441616,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
26,II_diagonal_1__N76_historical_anchor__anchor,185.1715763073215,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
26,II_diagonal_1__N76_historical_anchor__cold_early,190.37715278383462,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
26,II_diagonal_1__N76_historical_anchor__warm_late,172.84308442684176,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
27,II_diagonal_1__N76_historical_anchor__anchor,188.35303322930375,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
27,II_diagonal_1__N76_historical_anchor__cold_early,195.40106526198477,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
27,II_diagonal_1__N76_historical_anchor__warm_late,172.55084678895864,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
28,II_diagonal_1__N76_historical_anchor__anchor,182.68988381694453,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
28,II_diagonal_1__N76_historical_anchor__cold_early,188.67353456043978,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
28,II_diagonal_1__N76_historical_anchor__warm_late,168.73990855857642,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
29,II_diagonal_1__N76_historical_anchor__anchor,192.62959591165693,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
29,II_diagonal_1__N76_historical_anchor__cold_early,198.2669215187962,II_diagonal_1,N76_historical_anchor,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
