combo,score,logdet,min_rel,cond,mean,worst,sN,qN,mu0,kEO
fructose_rich_iG_probe | combined_stress_long_horizon | low_temp_growth_separation_plus_co2,134.39917655153343,138.54978255798292,7.77149290516456e-06,128675.4053825936,0.9307221062526598,0.5036134740465827,0.5036134740465827,0.8119415368511146,0.8547085577655134,0.9676939404986101
glucose_rich_growth_yield | high_biomass_low_N_maintenance | yan_saturation_scan,122.71534379122043,125.51080350292983,8.038175634370927e-06,124406.33863784201,0.9147224548031018,0.5759966281799324,0.5759966281799324,0.8101311851675793,0.8646188052138115,0.929876131716507
cold_synthesis_hot_stripping | ethanol_initial_challenge | glucose_pulse_after_N_depletion,122.65829455476623,126.8304076388287,8.38541381179551e-06,119254.69898615262,0.8935684084706316,0.5135118228085884,0.5135118228085884,0.6879823494779757,0.7604036808853695,0.9462460214755178
cold_synthesis_hot_stripping | ethanol_partition_late_pulse | glucose_pulse_after_N_depletion,122.21913407571186,126.98894869540177,7.240956292462314e-06,138103.3056422367,0.8917407878330456,0.49921460266846285,0.49921460266846285,0.6782899325535667,0.7854400453964667,0.9472196593519894
cold_synthesis_hot_stripping | ethanol_partition_late_pulse | ethanol_initial_challenge,122.18519655189921,127.92732914523329,4.396126686060451e-06,227472.9714161493,0.8901253372604118,0.5013093720383965,0.5013093720383965,0.7100946863147484,0.781950892235381,0.949189934570955
combined_stress_long_horizon | viable_biomass_step | high_biomass_low_N_maintenance,122.18361606788943,129.18644041800653,7.159148090890305e-06,139681.42400524655,0.8844805187412961,0.3923304797024806,0.3923304797024806,0.7227630005350215,0.794134366184005,0.9322850803547672
glucose_rich_growth_yield | viable_biomass_step | glucose_pulse_after_N_depletion,122.13827051005572,127.05622574545465,7.155040395568966e-06,139761.6148497622,0.913555167285758,0.482094004506172,0.482094004506172,0.7675612533231075,0.840439863282467,0.9357407989918879
low_temp_growth_separation_plus_co2 | ethanol_initial_challenge | viable_biomass_step,122.11602971667664,126.24240198767212,8.11192082499989e-06,123275.36493183335,0.888792532435499,0.5215027073719608,0.5215027073719608,0.7806786204134345,0.8249572623465943,0.958957173941314
combined_stress_long_horizon | ethanol_initial_challenge | viable_biomass_step,121.92107242029314,128.73459465798197,5.3172176126829775e-06,188068.28549103093,0.8859421703021871,0.4308088426205047,0.4308088426205047,0.7258951374906126,0.7591207824802502,0.9242068195474737
cold_synthesis_hot_stripping | ethanol_initial_challenge | yan_saturation_scan,121.76499519844353,125.1576224849823,6.27741407697496e-06,159301.26445982239,0.9000613574533439,0.5781932002931428,0.6579063143399684,0.7733587554932587,0.8352671387113391,0.9418396122236931
glucose_rich_growth_yield | glucose_pulse_after_N_depletion | yan_saturation_scan,121.60355883804773,123.24503271146637,6.2714621128157205e-06,159452.45016413348,0.9152409385277505,0.6582559409319731,0.6582559409319731,0.7736151906392118,0.838820301135449,0.9120204205795558
combined_stress_long_horizon | viable_biomass_step | yan_saturation_scan,121.4568909257815,126.02061112672149,5.135306335690737e-06,194730.3499793051,0.8931493957968273,0.5431763980494034,0.6260527719879029,0.7939472803766591,0.8445320075736918,0.9092754654953283
combined_stress_long_horizon | viable_biomass_step | glucose_pulse_after_N_depletion,121.33944950559865,127.72031145531805,5.608693909283821e-06,178294.62904808274,0.8902229894396749,0.44496467582215815,0.44496467582215815,0.7085672374765004,0.7878905939941938,0.9160706389695886
glucose_rich_growth_yield | glucose_pulse_after_N_depletion | high_biomass_low_N_maintenance,121.2555163571235,126.92598182544012,8.512282773945107e-06,117477.30033838378,0.9095905683827805,0.4290814829221311,0.4290814829221311,0.737801695385361,0.806687481906595,0.9331640362068747
cold_synthesis_hot_stripping | glucose_pulse_after_N_depletion | high_biomass_low_N_maintenance,121.05160918921543,126.10397340529084,7.808184736726214e-06,128070.74034717015,0.8927051534821787,0.4770630173755689,0.4770630173755689,0.6741350821474547,0.8094760383808319,0.9522522594079461
combined_stress_long_horizon | ethanol_partition_late_pulse | viable_biomass_step,120.78692543827049,128.6953584866973,4.102351585951511e-06,243762.62712939977,0.8856055325143755,0.4021706004340839,0.4021706004340839,0.7148243944027222,0.7417990291139138,0.9273941191080081
cold_synthesis_hot_stripping | viable_biomass_step | glucose_pulse_after_N_depletion,120.72017991480884,125.56815965359033,6.403701734220802e-06,156159.67787133035,0.894596396896873,0.5061662484958016,0.5061662484958016,0.752194236453689,0.8194015270499114,0.9502218379203005
cold_synthesis_hot_stripping | ethanol_partition_late_pulse | high_biomass_low_N_maintenance,120.46376330511565,127.76906842297407,3.526831845607256e-06,283540.5950089515,0.8813394144050652,0.4495760953215805,0.4495760953215805,0.7062949242400305,0.8134464877313294,0.9560085002764981
cold_synthesis_hot_stripping | ethanol_partition_late_pulse | viable_biomass_step,120.46253284606905,127.53742970584665,2.396228993514054e-06,417322.38559283374,0.8859789676736699,0.4974271040767808,0.4974271040767808,0.758259860755449,0.8174367721414385,0.9526534618902776
cold_synthesis_hot_stripping | viable_biomass_step | high_biomass_low_N_maintenance,120.28920878796814,127.22118488643817,3.167026563159626e-06,315753.58780771855,0.8886338736210144,0.47535599856195565,0.47535599856195565,0.7672735218686657,0.8500105749528721,0.9586935701932189
combined_stress_long_horizon | ethanol_partition_late_pulse | yan_saturation_scan,119.82287590128198,125.1686477815882,4.227061549791247e-06,236570.95791505207,0.8823451852642312,0.5289391608906256,0.5289391608906256,0.6897899066665475,0.7315145894750746,0.892322952193319
cold_synthesis_hot_stripping | ethanol_partition_late_pulse | yan_saturation_scan,119.45989697901993,124.89364583107323,3.003583684892181e-06,332935.621214728,0.8888862755474803,0.5554398616822442,0.6247665640984169,0.7693335391407528,0.8490595997725948,0.9430211021641141
cold_synthesis_hot_stripping | glucose_pulse_after_N_depletion | yan_saturation_scan,119.40672973394787,122.41261912579908,7.236089458512703e-06,138196.19087538737,0.8979864410532513,0.5843552726337242,0.6743966106320871,0.7718534992404038,0.8132770903060857,0.9386581966131926
combined_stress_long_horizon | ethanol_initial_challenge | yan_saturation_scan,119.16979850646838,125.08607990774823,4.10781947928048e-06,243438.1561906315,0.8750504999026888,0.5069225010410133,0.5069225010410133,0.6640671082046228,0.7060681241952274,0.8826686623123673
ethanol_initial_challenge | viable_biomass_step | high_biomass_low_N_maintenance,119.10107734942807,125.45819711289884,7.309543889148466e-06,136807.4417727446,0.8825426271689647,0.42350566640343823,0.42350566640343823,0.6907487683188618,0.7907880145058981,0.9252762835843986
ethanol_partition_late_pulse | ethanol_initial_challenge | viable_biomass_step,119.05018873473156,125.89194259639733,5.1683765184598915e-06,193484.35556664647,0.8826820331901262,0.43386648416151674,0.43386648416151674,0.6961200189949397,0.7447839003569005,0.9196405309653212
combined_stress_long_horizon | high_biomass_low_N_maintenance | yan_saturation_scan,118.95229990307094,124.85016160904856,5.262926045970592e-06,190008.37010917554,0.872243495745715,0.48446750716611175,0.48446750716611175,0.6531708781216804,0.7453767027935854,0.8856530161671103
cold_synthesis_hot_stripping | high_biomass_low_N_maintenance | yan_saturation_scan,118.6958268566701,124.2656210538985,3.7733345317440727e-06,265017.5836749333,0.8892297562877297,0.5256505576204528,0.6093484576754081,0.7831048264070983,0.8757680042102456,0.9500758135229044
cold_synthesis_hot_stripping | viable_biomass_step | yan_saturation_scan,118.2020079358064,123.61726621110054,3.072826010358389e-06,325433.32965453784,0.8926369127915706,0.5522099193636438,0.6576892315334086,0.8236626984011054,0.8745028623711282,0.9459422478773711
low_temp_growth_separation_plus_co2 | viable_biomass_step | high_biomass_low_N_maintenance,117.9255645176232,123.7854312157421,4.949082406884954e-06,202057.6579223741,0.882620699686822,0.4873271523420173,0.4873271523420173,0.7813349484346181,0.8466196456432751,0.9648143346664223
combined_stress_long_horizon | ethanol_partition_late_pulse | ethanol_initial_challenge,117.85862051123618,127.79305715381676,4.383767871368043e-06,228114.26821464655,0.8711055495576501,0.3014855889691135,0.3014855889691135,0.613182243053493,0.6432022695907232,0.9132380762187691
combined_stress_long_horizon | glucose_pulse_after_N_depletion | yan_saturation_scan,117.7880462358836,122.91081513357693,3.7905402434267923e-06,263814.63743436267,0.87596013850717,0.5541816863206128,0.5681278302752875,0.6753852545191026,0.6661269690596472,0.8510619626537295
ethanol_partition_late_pulse | viable_biomass_step | glucose_pulse_after_N_depletion,117.62115224247623,123.95575171335294,5.670717900378787e-06,176344.5153801784,0.8838874393101195,0.4493457902427095,0.4493457902427095,0.6735018857174963,0.7764823514537798,0.9115004194856693
combined_stress_long_horizon | ethanol_initial_challenge | high_biomass_low_N_maintenance,117.5624822250124,127.9842014776782,5.77334279939506e-06,173209.87766477015,0.8622564864118303,0.25401172454893006,0.25401172454893006,0.5731980376920449,0.684070930422652,0.9147929510090371
combined_stress_long_horizon | ethanol_partition_late_pulse | high_biomass_low_N_maintenance,117.54955342105386,128.00161706933898,5.862210296429036e-06,170584.12261483519,0.8658659948605328,0.24916220433550496,0.24916220433550496,0.56487480062885,0.679345804141616,0.9215928397597499
low_temp_growth_separation_plus_co2 | glucose_pulse_after_N_depletion | high_biomass_low_N_maintenance,117.46674681440733,121.78176763381416,9.116259484455706e-06,109694.11321662329,0.8874569081457206,0.5010656031826453,0.5010656031826453,0.7162685495137316,0.849201368588699,0.9614384239433361
ethanol_partition_late_pulse | viable_biomass_step | high_biomass_low_N_maintenance,117.19704247560472,125.37368115880143,3.96446509280314e-06,252240.83869860324,0.8748109875109213,0.3975765340062841,0.3975765340062841,0.6860616478340706,0.7705308117998053,0.930040367339662
combined_stress_long_horizon | ethanol_initial_challenge | glucose_pulse_after_N_depletion,117.04769169872972,126.85485546650598,4.283962887026231e-06,233428.7262451434,0.868284708782107,0.31156266407767796,0.31156266407767796,0.5728354554835208,0.6023281265573392,0.892211535371676
combined_stress_long_horizon | ethanol_partition_late_pulse | glucose_pulse_after_N_depletion,116.9941596459086,126.86151708495258,4.442315703651498e-06,225107.8191444204,0.8710280189422739,0.30355159483727956,0.30355159483727956,0.5609710892211401,0.6072135753968734,0.9009688004745235
low_temp_growth_separation_plus_co2 | high_biomass_low_N_maintenance | yan_saturation_scan,116.99409215391503,119.81946388734173,5.915880015079152e-06,169036.5587961676,0.8715381694843976,0.626749358061283,0.626749358061283,0.7897066416914138,0.8872125022617504,0.9593234716350806
ethanol_partition_late_pulse | viable_biomass_step | yan_saturation_scan,116.94786861392353,122.03543702260255,3.379038655288312e-06,295942.1604825282,0.8843068444234541,0.5632600883980377,0.6289396766052977,0.7750255833434672,0.8369061550631084,0.9031911129676651
ethanol_initial_challenge | viable_biomass_step | glucose_pulse_after_N_depletion,116.67974749411208,122.74197574211811,5.555504618332629e-06,180001.65038115467,0.8746583905578524,0.4696315221822238,0.4696315221822238,0.6795895908486663,0.7690792134838408,0.9057885889018752
ethanol_partition_late_pulse | ethanol_initial_challenge | yan_saturation_scan,116.67252632457675,122.04704191624593,4.1291561754257935e-06,242180.23187192265,0.8720031052515219,0.5350164165651998,0.5350164165651998,0.6226894358521473,0.6930897962622755,0.8746218291644305
ethanol_initial_challenge | viable_biomass_step | yan_saturation_scan,116.26622479441124,121.2179444563219,5.319747532459401e-06,187978.84559338941,0.8819725253958557,0.5258362254106834,0.6387767714735485,0.7748141536633488,0.8354319978158931,0.8968047797532883
combined_stress_long_horizon | glucose_pulse_after_N_depletion | high_biomass_low_N_maintenance,116.17117961156862,126.24009254887288,5.400300551816293e-06,185174.87876923222,0.862364485001831,0.27827770545378305,0.27827770545378305,0.5038893229401318,0.6353193037351049,0.8919533835221974
low_temp_growth_separation_plus_co2 | viable_biomass_step | yan_saturation_scan,115.0777007068363,118.55489684405934,3.83019260112397e-06,261083.47650887058,0.8568387347860298,0.6449803725994697,0.6572104017779715,0.8325082683573894,0.8831612082440028,0.9536341019991795
low_temp_growth_separation_plus_co2 | viable_biomass_step | glucose_pulse_after_N_depletion,115.05877439544977,120.7680087061141,4.148419514649411e-06,241055.65902114686,0.8734806280263517,0.517076284063917,0.517076284063917,0.7675641664084931,0.8335443537911578,0.95823085387226
ethanol_partition_late_pulse | high_biomass_low_N_maintenance | yan_saturation_scan,114.90596008410606,120.75651288640931,4.615866540555048e-06,216644.04531933283,0.8599311350687302,0.5061078865039258,0.5061078865039258,0.5785701117523314,0.7190654717806375,0.8806571854083471
ethanol_partition_late_pulse | ethanol_initial_challenge | high_biomass_low_N_maintenance,114.80678519334253,125.1429713373114,6.036288015317363e-06,165664.72598100908,0.8546405796340719,0.2576425331786907,0.2576425331786907,0.46296365941930084,0.6328806483704752,0.9119054250582712
low_temp_growth_separation_plus_co2 | glucose_pulse_after_N_depletion | yan_saturation_scan,114.04466174709333,116.89912571325286,4.81487962298338e-06,207689.5121586411,0.8740612866130322,0.6446261097300592,0.6689904059589428,0.7952757248259432,0.8437635439380284,0.9503322597977646
ethanol_partition_late_pulse | glucose_pulse_after_N_depletion | yan_saturation_scan,113.9878122215471,118.8821487758764,3.844469327885754e-06,260113.92333046522,0.8654575368476972,0.5694419019283192,0.5723205633393476,0.5993894114680366,0.6274249668848552,0.8407238538648627
ethanol_initial_challenge | high_biomass_low_N_maintenance | yan_saturation_scan,113.71796156196814,120.39537966791016,4.851989081621613e-06,206101.04086750827,0.8553487018916999,0.46206692547395756,0.46206692547395756,0.5225918934352959,0.6699565055106745,0.8546492806459597
ethanol_partition_late_pulse | ethanol_initial_challenge | glucose_pulse_after_N_depletion,113.50697213133245,123.66991584125606,4.344445977861961e-06,230178.9468889038,0.8569433073441554,0.2980423923666097,0.2980423923666097,0.4593386457573826,0.5516102431974376,0.886194788882527
viable_biomass_step | glucose_pulse_after_N_depletion | high_biomass_low_N_maintenance,111.81552377496868,118.65805112940791,5.394583271759733e-06,185371.13056256453,0.8698367790753117,0.4359667633059463,0.4359667633059463,0.6647795969125114,0.7963871628931903,0.9105512642425857
ethanol_initial_challenge | glucose_pulse_after_N_depletion | yan_saturation_scan,111.77525629273873,117.59652320594523,3.3863250620459267e-06,295305.3772681311,0.8529515159057686,0.5420374240943546,0.5420374240943546,0.5819214326187019,0.586712045404304,0.808479251445636
ethanol_partition_late_pulse | glucose_pulse_after_N_depletion | high_biomass_low_N_maintenance,111.72993366398603,122.36078024037232,5.624283802813256e-06,177800.41602804646,0.8439938519277553,0.25530243940925634,0.25530243940925634,0.3313425697494241,0.5479389700229329,0.8872962085800303
ethanol_initial_challenge | glucose_pulse_after_N_depletion | high_biomass_low_N_maintenance,110.599512831601,121.72145399451242,4.9251867702595275e-06,203037.98549091493,0.8421417720572957,0.24494689194217545,0.24494689194217545,0.32610881591066865,0.544930336094326,0.8635479272906448
viable_biomass_step | high_biomass_low_N_maintenance | yan_saturation_scan,108.32110322016973,116.36878191188248,1.99697666326393e-06,500756.97848444775,0.8408430205561258,0.4895821740858757,0.6188108512548888,0.7848363119699657,0.8384027637208307,0.9062724191216376
viable_biomass_step | glucose_pulse_after_N_depletion | yan_saturation_scan,107.50370821166861,113.62237084208066,2.954716318698618e-06,338441.966043103,0.8524981085338172,0.5410286054279847,0.6462141176528031,0.7462274577125485,0.8275516930709919,0.87935037749032
glucose_pulse_after_N_depletion | high_biomass_low_N_maintenance | yan_saturation_scan,92.76032691806441,107.21495642862388,2.127037505529581e-06,470137.4552166273,0.760890653729953,0.20290123649069836,0.463091604548421,0.40245109043776695,0.4759800764298703,0.5886799626211973
