sample_number,original_sample_id,sample_id,sample_type,lab_sample_id,experiment_id,analyte,reported_value,vial_loq_ug_l,vial_concentration_ug_l,result_status,dilution_factor,sample_concentration_ug_l,sample_basis_loq_ug_l,reported_basis,preparation_stock_ml,volume_transferred_to_analyst_ml,model_observation_type,censoring_lower_bound_ug_l,censoring_upper_bound_ug_l,sample_timestamp,time_h,total_condensate_ml,captured_mass_ug,captured_mass_upper_bound_ug
68,26212-P-11,26212-P-11,wine_mef,Lab-26-2100,26212,Hexil Acetato,129.5967710590605,0.0125,129.5967710590605,quantified,1,129.5967710590605,0.0125,undiluted_wine_sample,,,observed,,,2026-04-23 16:00:00,144.0,,,
70,26212-P-12,26212-P-12,wine_mef,Lab-26-2102,26212,Hexil Acetato,127.249212629817,0.0125,127.249212629817,quantified,1,127.249212629817,0.0125,undiluted_wine_sample,,,observed,,,2026-04-24 08:00:00,160.0,,,
72,26212-P-13,26212-P-13,wine_mef,Lab-26-2104,26212,Hexil Acetato,113.6178100270685,0.0125,113.6178100270685,quantified,1,113.6178100270685,0.0125,undiluted_wine_sample,,,observed,,,2026-04-25 11:00:00,187.0,,,
1,26157-P-01,26157-P-01,wine_mef,Lab-26-2033,26157,Octanoato de Etilo,3.99488679667801,0.5,3.99488679667801,quantified,1,3.99488679667801,0.5,undiluted_wine_sample,,,observed,,,2026-04-06 13:00:00,0.0,,,
3,26157-P-05,26157-P-05,wine_mef,Lab-26-2035,26157,Octanoato de Etilo,38.3768001866699,0.5,38.3768001866699,quantified,1,38.3768001866699,0.5,undiluted_wine_sample,,,observed,,,2026-04-08 15:00:00,50.0,,,
5,26157-P-08,26157-P-08,wine_mef,Lab-26-2037,26157,Octanoato de Etilo,97.3195154412642,0.5,97.3195154412642,quantified,1,97.3195154412642,0.5,undiluted_wine_sample,,,observed,,,2026-04-10 08:00:00,91.0,,,
7,26157-P-10,26157-P-10,wine_mef,Lab-26-2039,26157,Octanoato de Etilo,77.1235810837207,0.5,77.1235810837207,quantified,1,77.1235810837207,0.5,undiluted_wine_sample,,,observed,,,2026-04-11 08:00:00,115.0,,,
9,26157-P-12,26157-P-12,wine_mef,Lab-26-2041,26157,Octanoato de Etilo,110.036436506428,0.5,110.036436506428,quantified,1,110.036436506428,0.5,undiluted_wine_sample,,,observed,,,2026-04-12 15:00:00,146.0,,,
11,26157-P-13,26157-P-13,wine_mef,Lab-26-2043,26157,Octanoato de Etilo,93.0829282829916,0.5,93.0829282829916,quantified,1,93.0829282829916,0.5,undiluted_wine_sample,,,observed,,,2026-04-13 08:00:00,163.0,,,
12,26158-P-01,26158-P-01,wine_mef,Lab-26-2044,26158,Octanoato de Etilo,3.29102804892883,0.5,3.29102804892883,quantified,1,3.29102804892883,0.5,undiluted_wine_sample,,,observed,,,2026-04-06 13:00:00,0.0,,,
14,26158-P-05,26158-P-05,wine_mef,Lab-26-2046,26158,Octanoato de Etilo,49.7291679584244,0.5,49.7291679584244,quantified,1,49.7291679584244,0.5,undiluted_wine_sample,,,observed,,,2026-04-08 15:00:00,50.0,,,
16,26158-P-08,26158-P-08,wine_mef,Lab-26-2048,26158,Octanoato de Etilo,75.9234070499214,0.5,75.9234070499214,quantified,1,75.9234070499214,0.5,undiluted_wine_sample,,,observed,,,2026-04-10 08:00:00,91.0,,,
18,26158-P-10,26158-P-10,wine_mef,Lab-26-2050,26158,Octanoato de Etilo,79.1838547717578,0.5,79.1838547717578,quantified,1,79.1838547717578,0.5,undiluted_wine_sample,,,observed,,,2026-04-11 08:00:00,115.0,,,
20,26158-P-12,26158-P-12,wine_mef,Lab-26-2052,26158,Octanoato de Etilo,91.21193516995416,0.5,91.21193516995416,quantified,1,91.21193516995416,0.5,undiluted_wine_sample,,,observed,,,2026-04-12 15:00:00,146.0,,,
22,26158-P-13,26158-P-13,wine_mef,Lab-26-2054,26158,Octanoato de Etilo,64.3678361856269,0.5,64.3678361856269,quantified,1,64.3678361856269,0.5,undiluted_wine_sample,,,observed,,,2026-04-13 08:00:00,163.0,,,
23,26159-P-01,26159-P-01,wine_mef,Lab-26-2055,26159,Octanoato de Etilo,3.67038346931453,0.5,3.67038346931453,quantified,1,3.67038346931453,0.5,undiluted_wine_sample,,,observed,,,2026-04-06 13:00:00,0.0,,,
25,26159-P-05,26159-P-05,wine_mef,Lab-26-2057,26159,Octanoato de Etilo,13.2449894050151,0.5,13.2449894050151,quantified,1,13.2449894050151,0.5,undiluted_wine_sample,,,observed,,,2026-04-08 15:00:00,50.0,,,
27,26159-P-09,26159-P-09,wine_mef,Lab-26-2059,26159,Octanoato de Etilo,60.5589468677226,0.5,60.5589468677226,quantified,1,60.5589468677226,0.5,undiluted_wine_sample,,,observed,,,2026-04-11 08:00:00,115.0,,,
29,26159-P-11,26159-P-11,wine_mef,Lab-26-2061,26159,Octanoato de Etilo,67.2430559968067,0.5,67.2430559968067,quantified,1,67.2430559968067,0.5,undiluted_wine_sample,,,observed,,,2026-04-12 08:00:00,139.0,,,
31,26159-P-12,26159-P-12,wine_mef,Lab-26-2063,26159,Octanoato de Etilo,82.6697466412229,0.5,82.6697466412229,quantified,1,82.6697466412229,0.5,undiluted_wine_sample,,,observed,,,2026-04-12 15:00:00,146.0,,,
33,26159-P-15,26159-P-15,wine_mef,Lab-26-2065,26159,Octanoato de Etilo,84.6982863113911,0.5,84.6982863113911,quantified,1,84.6982863113911,0.5,undiluted_wine_sample,,,observed,,,2026-04-15 08:00:00,211.0,,,
34,26210-P-01,26210-P-01,wine_mef,Lab-26-2066,26210,Octanoato de Etilo,4.08289004611532,0.5,4.08289004611532,quantified,1,4.08289004611532,0.5,undiluted_wine_sample,,,observed,,,2026-04-17 16:00:00,0.0,,,
36,26210-P-05,26210-P-05,wine_mef,Lab-26-2068,26210,Octanoato de Etilo,65.14731614231954,0.5,65.14731614231954,quantified,1,65.14731614231954,0.5,undiluted_wine_sample,,,observed,,,2026-04-19 16:00:00,48.0,,,
38,26210-P-08,26210-P-08,wine_mef,Lab-26-2070,26210,Octanoato de Etilo,67.3989392409632,0.5,67.3989392409632,quantified,1,67.3989392409632,0.5,undiluted_wine_sample,,,observed,,,2026-04-21 08:00:00,88.0,,,
40,26210-P-10,26210-P-10,wine_mef,Lab-26-2072,26210,Octanoato de Etilo,61.1306531744098,0.5,61.1306531744098,quantified,1,61.1306531744098,0.5,undiluted_wine_sample,,,observed,,,2026-04-22 08:00:00,112.0,,,
42,26210-P-12,26210-P-12,wine_mef,Lab-26-2074,26210,Octanoato de Etilo,72.8728334946287,0.5,72.8728334946287,quantified,1,72.8728334946287,0.5,undiluted_wine_sample,,,observed,,,2026-04-23 16:00:00,144.0,,,
44,26210-P-13,26210-P-13,wine_mef,Lab-26-2076,26210,Octanoato de Etilo,90.02865364968075,0.5,90.02865364968075,quantified,1,90.02865364968075,0.5,undiluted_wine_sample,,,observed,,,2026-04-24 08:00:00,160.0,,,
46,26210-P-14,26210-P-14,wine_mef,Lab-26-2078,26210,Octanoato de Etilo,71.7735233193559,0.5,71.7735233193559,quantified,1,71.7735233193559,0.5,undiluted_wine_sample,,,observed,,,2026-04-25 11:00:00,187.0,,,
47,26211-P-01,26211-P-01,wine_mef,Lab-26-2079,26211,Octanoato de Etilo,2.8215877489116,0.5,2.8215877489116,quantified,1,2.8215877489116,0.5,undiluted_wine_sample,,,observed,,,2026-04-17 16:00:00,0.0,,,
49,26211-P-05,26211-P-05,wine_mef,Lab-26-2081,26211,Octanoato de Etilo,25.7759774092403,0.5,25.7759774092403,quantified,1,25.7759774092403,0.5,undiluted_wine_sample,,,observed,,,2026-04-19 16:00:00,48.0,,,
51,26211-P-08,26211-P-08,wine_mef,Lab-26-2083,26211,Octanoato de Etilo,51.7458370768133,0.5,51.7458370768133,quantified,1,51.7458370768133,0.5,undiluted_wine_sample,,,observed,,,2026-04-21 08:00:00,88.0,,,
53,26211-P-10,26211-P-10,wine_mef,Lab-26-2085,26211,Octanoato de Etilo,42.6375915640932,0.5,42.6375915640932,quantified,1,42.6375915640932,0.5,undiluted_wine_sample,,,observed,,,2026-04-22 08:00:00,112.0,,,
55,26211-P-12,26211-P-12,wine_mef,Lab-26-2087,26211,Octanoato de Etilo,226.216794539138,0.5,226.216794539138,quantified,1,226.216794539138,0.5,undiluted_wine_sample,,,observed,,,2026-04-23 16:00:00,144.0,,,
57,26211-P-13,26211-P-13,wine_mef,Lab-26-2089,26211,Octanoato de Etilo,74.2858849922219,0.5,74.2858849922219,quantified,1,74.2858849922219,0.5,undiluted_wine_sample,,,observed,,,2026-04-24 08:00:00,160.0,,,
59,26211-P-14,26211-P-14,wine_mef,Lab-26-2091,26211,Octanoato de Etilo,96.5375018757447,0.5,96.5375018757447,quantified,1,96.5375018757447,0.5,undiluted_wine_sample,,,observed,,,2026-04-25 11:00:00,187.0,,,
60,26212-P-01,26212-P-01,wine_mef,Lab-26-2092,26212,Octanoato de Etilo,2.54850099100909,0.5,2.54850099100909,quantified,1,2.54850099100909,0.5,undiluted_wine_sample,,,observed,,,2026-04-17 16:00:00,0.0,,,
62,26212-P-05,26212-P-05,wine_mef,Lab-26-2094,26212,Octanoato de Etilo,26.7755630265241,0.5,26.7755630265241,quantified,1,26.7755630265241,0.5,undiluted_wine_sample,,,observed,,,2026-04-19 16:00:00,48.0,,,
64,26212-P-06,26212-P-06,wine_mef,Lab-26-2096,26212,Octanoato de Etilo,78.3124496761568,0.5,78.3124496761568,quantified,1,78.3124496761568,0.5,undiluted_wine_sample,,,observed,,,2026-04-20 08:00:00,64.0,,,
66,26212-P-08,26212-P-08,wine_mef,Lab-26-2098,26212,Octanoato de Etilo,89.8091399022281,0.5,89.8091399022281,quantified,1,89.8091399022281,0.5,undiluted_wine_sample,,,observed,,,2026-04-21 08:00:00,88.0,,,
68,26212-P-11,26212-P-11,wine_mef,Lab-26-2100,26212,Octanoato de Etilo,85.8627545143415,0.5,85.8627545143415,quantified,1,85.8627545143415,0.5,undiluted_wine_sample,,,observed,,,2026-04-23 16:00:00,144.0,,,
70,26212-P-12,26212-P-12,wine_mef,Lab-26-2102,26212,Octanoato de Etilo,92.6088666408465,0.5,92.6088666408465,quantified,1,92.6088666408465,0.5,undiluted_wine_sample,,,observed,,,2026-04-24 08:00:00,160.0,,,
72,26212-P-13,26212-P-13,wine_mef,Lab-26-2104,26212,Octanoato de Etilo,74.4157449688082,0.5,74.4157449688082,quantified,1,74.4157449688082,0.5,undiluted_wine_sample,,,observed,,,2026-04-25 11:00:00,187.0,,,
1,26157-P-01,26157-P-01,wine_mef,Lab-26-2033,26157,Decanoato de Etilo,2.44232738813298,0.0125,2.44232738813298,quantified,1,2.44232738813298,0.0125,undiluted_wine_sample,,,observed,,,2026-04-06 13:00:00,0.0,,,
3,26157-P-05,26157-P-05,wine_mef,Lab-26-2035,26157,Decanoato de Etilo,16.5076100040894,0.0125,16.5076100040894,quantified,1,16.5076100040894,0.0125,undiluted_wine_sample,,,observed,,,2026-04-08 15:00:00,50.0,,,
5,26157-P-08,26157-P-08,wine_mef,Lab-26-2037,26157,Decanoato de Etilo,19.750135860042,0.0125,19.750135860042,quantified,1,19.750135860042,0.0125,undiluted_wine_sample,,,observed,,,2026-04-10 08:00:00,91.0,,,
7,26157-P-10,26157-P-10,wine_mef,Lab-26-2039,26157,Decanoato de Etilo,14.9852435279222,0.0125,14.9852435279222,quantified,1,14.9852435279222,0.0125,undiluted_wine_sample,,,observed,,,2026-04-11 08:00:00,115.0,,,
9,26157-P-12,26157-P-12,wine_mef,Lab-26-2041,26157,Decanoato de Etilo,22.9707994059474,0.0125,22.9707994059474,quantified,1,22.9707994059474,0.0125,undiluted_wine_sample,,,observed,,,2026-04-12 15:00:00,146.0,,,
11,26157-P-13,26157-P-13,wine_mef,Lab-26-2043,26157,Decanoato de Etilo,16.9338592215234,0.0125,16.9338592215234,quantified,1,16.9338592215234,0.0125,undiluted_wine_sample,,,observed,,,2026-04-13 08:00:00,163.0,,,
12,26158-P-01,26158-P-01,wine_mef,Lab-26-2044,26158,Decanoato de Etilo,1.2483305418578055,0.0125,1.2483305418578055,quantified,1,1.2483305418578055,0.0125,undiluted_wine_sample,,,observed,,,2026-04-06 13:00:00,0.0,,,
14,26158-P-05,26158-P-05,wine_mef,Lab-26-2046,26158,Decanoato de Etilo,15.6480970427124,0.0125,15.6480970427124,quantified,1,15.6480970427124,0.0125,undiluted_wine_sample,,,observed,,,2026-04-08 15:00:00,50.0,,,
16,26158-P-08,26158-P-08,wine_mef,Lab-26-2048,26158,Decanoato de Etilo,12.0308519796078,0.0125,12.0308519796078,quantified,1,12.0308519796078,0.0125,undiluted_wine_sample,,,observed,,,2026-04-10 08:00:00,91.0,,,
18,26158-P-10,26158-P-10,wine_mef,Lab-26-2050,26158,Decanoato de Etilo,12.1558977092019,0.0125,12.1558977092019,quantified,1,12.1558977092019,0.0125,undiluted_wine_sample,,,observed,,,2026-04-11 08:00:00,115.0,,,
20,26158-P-12,26158-P-12,wine_mef,Lab-26-2052,26158,Decanoato de Etilo,16.28838644651595,0.0125,16.28838644651595,quantified,1,16.28838644651595,0.0125,undiluted_wine_sample,,,observed,,,2026-04-12 15:00:00,146.0,,,
22,26158-P-13,26158-P-13,wine_mef,Lab-26-2054,26158,Decanoato de Etilo,8.52829164280373,0.0125,8.52829164280373,quantified,1,8.52829164280373,0.0125,undiluted_wine_sample,,,observed,,,2026-04-13 08:00:00,163.0,,,
23,26159-P-01,26159-P-01,wine_mef,Lab-26-2055,26159,Decanoato de Etilo,1.11709277430393,0.0125,1.11709277430393,quantified,1,1.11709277430393,0.0125,undiluted_wine_sample,,,observed,,,2026-04-06 13:00:00,0.0,,,
25,26159-P-05,26159-P-05,wine_mef,Lab-26-2057,26159,Decanoato de Etilo,1.44305663738346,0.0125,1.44305663738346,quantified,1,1.44305663738346,0.0125,undiluted_wine_sample,,,observed,,,2026-04-08 15:00:00,50.0,,,
27,26159-P-09,26159-P-09,wine_mef,Lab-26-2059,26159,Decanoato de Etilo,10.0307434424595,0.0125,10.0307434424595,quantified,1,10.0307434424595,0.0125,undiluted_wine_sample,,,observed,,,2026-04-11 08:00:00,115.0,,,
29,26159-P-11,26159-P-11,wine_mef,Lab-26-2061,26159,Decanoato de Etilo,11.2754217931928,0.0125,11.2754217931928,quantified,1,11.2754217931928,0.0125,undiluted_wine_sample,,,observed,,,2026-04-12 08:00:00,139.0,,,
31,26159-P-12,26159-P-12,wine_mef,Lab-26-2063,26159,Decanoato de Etilo,15.8204993265372,0.0125,15.8204993265372,quantified,1,15.8204993265372,0.0125,undiluted_wine_sample,,,observed,,,2026-04-12 15:00:00,146.0,,,
33,26159-P-15,26159-P-15,wine_mef,Lab-26-2065,26159,Decanoato de Etilo,13.0357075497305,0.0125,13.0357075497305,quantified,1,13.0357075497305,0.0125,undiluted_wine_sample,,,observed,,,2026-04-15 08:00:00,211.0,,,
34,26210-P-01,26210-P-01,wine_mef,Lab-26-2066,26210,Decanoato de Etilo,0.791051342540215,0.0125,0.791051342540215,quantified,1,0.791051342540215,0.0125,undiluted_wine_sample,,,observed,,,2026-04-17 16:00:00,0.0,,,
36,26210-P-05,26210-P-05,wine_mef,Lab-26-2068,26210,Decanoato de Etilo,17.047311155541998,0.0125,17.047311155541998,quantified,1,17.047311155541998,0.0125,undiluted_wine_sample,,,observed,,,2026-04-19 16:00:00,48.0,,,
38,26210-P-08,26210-P-08,wine_mef,Lab-26-2070,26210,Decanoato de Etilo,14.2178935473915,0.0125,14.2178935473915,quantified,1,14.2178935473915,0.0125,undiluted_wine_sample,,,observed,,,2026-04-21 08:00:00,88.0,,,
40,26210-P-10,26210-P-10,wine_mef,Lab-26-2072,26210,Decanoato de Etilo,12.4063624569635,0.0125,12.4063624569635,quantified,1,12.4063624569635,0.0125,undiluted_wine_sample,,,observed,,,2026-04-22 08:00:00,112.0,,,
42,26210-P-12,26210-P-12,wine_mef,Lab-26-2074,26210,Decanoato de Etilo,15.6559297887723,0.0125,15.6559297887723,quantified,1,15.6559297887723,0.0125,undiluted_wine_sample,,,observed,,,2026-04-23 16:00:00,144.0,,,
44,26210-P-13,26210-P-13,wine_mef,Lab-26-2076,26210,Decanoato de Etilo,17.318711997995152,0.0125,17.318711997995152,quantified,1,17.318711997995152,0.0125,undiluted_wine_sample,,,observed,,,2026-04-24 08:00:00,160.0,,,
46,26210-P-14,26210-P-14,wine_mef,Lab-26-2078,26210,Decanoato de Etilo,13.516868105276,0.0125,13.516868105276,quantified,1,13.516868105276,0.0125,undiluted_wine_sample,,,observed,,,2026-04-25 11:00:00,187.0,,,
47,26211-P-01,26211-P-01,wine_mef,Lab-26-2079,26211,Decanoato de Etilo,0.480120899545584,0.0125,0.480120899545584,quantified,1,0.480120899545584,0.0125,undiluted_wine_sample,,,observed,,,2026-04-17 16:00:00,0.0,,,
49,26211-P-05,26211-P-05,wine_mef,Lab-26-2081,26211,Decanoato de Etilo,6.10802676399756,0.0125,6.10802676399756,quantified,1,6.10802676399756,0.0125,undiluted_wine_sample,,,observed,,,2026-04-19 16:00:00,48.0,,,
51,26211-P-08,26211-P-08,wine_mef,Lab-26-2083,26211,Decanoato de Etilo,11.6225548272177,0.0125,11.6225548272177,quantified,1,11.6225548272177,0.0125,undiluted_wine_sample,,,observed,,,2026-04-21 08:00:00,88.0,,,
53,26211-P-10,26211-P-10,wine_mef,Lab-26-2085,26211,Decanoato de Etilo,10.3820043438793,0.0125,10.3820043438793,quantified,1,10.3820043438793,0.0125,undiluted_wine_sample,,,observed,,,2026-04-22 08:00:00,112.0,,,
55,26211-P-12,26211-P-12,wine_mef,Lab-26-2087,26211,Decanoato de Etilo,69.2402460878585,0.0125,69.2402460878585,quantified,1,69.2402460878585,0.0125,undiluted_wine_sample,,,observed,,,2026-04-23 16:00:00,144.0,,,
57,26211-P-13,26211-P-13,wine_mef,Lab-26-2089,26211,Decanoato de Etilo,17.0857427865302,0.0125,17.0857427865302,quantified,1,17.0857427865302,0.0125,undiluted_wine_sample,,,observed,,,2026-04-24 08:00:00,160.0,,,
59,26211-P-14,26211-P-14,wine_mef,Lab-26-2091,26211,Decanoato de Etilo,22.740709228043,0.0125,22.740709228043,quantified,1,22.740709228043,0.0125,undiluted_wine_sample,,,observed,,,2026-04-25 11:00:00,187.0,,,
60,26212-P-01,26212-P-01,wine_mef,Lab-26-2092,26212,Decanoato de Etilo,0.2823720156295385,0.0125,0.2823720156295385,quantified,1,0.2823720156295385,0.0125,undiluted_wine_sample,,,observed,,,2026-04-17 16:00:00,0.0,,,
62,26212-P-05,26212-P-05,wine_mef,Lab-26-2094,26212,Decanoato de Etilo,7.68643056636832,0.0125,7.68643056636832,quantified,1,7.68643056636832,0.0125,undiluted_wine_sample,,,observed,,,2026-04-19 16:00:00,48.0,,,
64,26212-P-06,26212-P-06,wine_mef,Lab-26-2096,26212,Decanoato de Etilo,22.4894186045865,0.0125,22.4894186045865,quantified,1,22.4894186045865,0.0125,undiluted_wine_sample,,,observed,,,2026-04-20 08:00:00,64.0,,,
66,26212-P-08,26212-P-08,wine_mef,Lab-26-2098,26212,Decanoato de Etilo,23.6392236590232,0.0125,23.6392236590232,quantified,1,23.6392236590232,0.0125,undiluted_wine_sample,,,observed,,,2026-04-21 08:00:00,88.0,,,
68,26212-P-11,26212-P-11,wine_mef,Lab-26-2100,26212,Decanoato de Etilo,20.7713911143146,0.0125,20.7713911143146,quantified,1,20.7713911143146,0.0125,undiluted_wine_sample,,,observed,,,2026-04-23 16:00:00,144.0,,,
70,26212-P-12,26212-P-12,wine_mef,Lab-26-2102,26212,Decanoato de Etilo,18.7354486869059,0.0125,18.7354486869059,quantified,1,18.7354486869059,0.0125,undiluted_wine_sample,,,observed,,,2026-04-24 08:00:00,160.0,,,
72,26212-P-13,26212-P-13,wine_mef,Lab-26-2104,26212,Decanoato de Etilo,17.1577876459995,0.0125,17.1577876459995,quantified,1,17.1577876459995,0.0125,undiluted_wine_sample,,,observed,,,2026-04-25 11:00:00,187.0,,,
1,26157-P-01,26157-P-01,wine_mef,Lab-26-2033,26157,Feniletil Acetato,NQ,5.0,,NQ,1,,5.0,undiluted_wine_sample,,,left_censored,0.0,5.0,2026-04-06 13:00:00,0.0,,,
3,26157-P-05,26157-P-05,wine_mef,Lab-26-2035,26157,Feniletil Acetato,31.9900514831224,5.0,31.9900514831224,quantified,1,31.9900514831224,5.0,undiluted_wine_sample,,,observed,,,2026-04-08 15:00:00,50.0,,,
5,26157-P-08,26157-P-08,wine_mef,Lab-26-2037,26157,Feniletil Acetato,113.403011002358,5.0,113.403011002358,quantified,1,113.403011002358,5.0,undiluted_wine_sample,,,observed,,,2026-04-10 08:00:00,91.0,,,
7,26157-P-10,26157-P-10,wine_mef,Lab-26-2039,26157,Feniletil Acetato,119.442934588339,5.0,119.442934588339,quantified,1,119.442934588339,5.0,undiluted_wine_sample,,,observed,,,2026-04-11 08:00:00,115.0,,,
9,26157-P-12,26157-P-12,wine_mef,Lab-26-2041,26157,Feniletil Acetato,129.186661978201,5.0,129.186661978201,quantified,1,129.186661978201,5.0,undiluted_wine_sample,,,observed,,,2026-04-12 15:00:00,146.0,,,
11,26157-P-13,26157-P-13,wine_mef,Lab-26-2043,26157,Feniletil Acetato,127.679230900191,5.0,127.679230900191,quantified,1,127.679230900191,5.0,undiluted_wine_sample,,,observed,,,2026-04-13 08:00:00,163.0,,,
12,26158-P-01,26158-P-01,wine_mef,Lab-26-2044,26158,Feniletil Acetato,NQ,5.0,,NQ,1,,5.0,undiluted_wine_sample,,,left_censored,0.0,5.0,2026-04-06 13:00:00,0.0,,,
14,26158-P-05,26158-P-05,wine_mef,Lab-26-2046,26158,Feniletil Acetato,42.516247210368,5.0,42.516247210368,quantified,1,42.516247210368,5.0,undiluted_wine_sample,,,observed,,,2026-04-08 15:00:00,50.0,,,
16,26158-P-08,26158-P-08,wine_mef,Lab-26-2048,26158,Feniletil Acetato,97.9197630264898,5.0,97.9197630264898,quantified,1,97.9197630264898,5.0,undiluted_wine_sample,,,observed,,,2026-04-10 08:00:00,91.0,,,
18,26158-P-10,26158-P-10,wine_mef,Lab-26-2050,26158,Feniletil Acetato,111.111172131249,5.0,111.111172131249,quantified,1,111.111172131249,5.0,undiluted_wine_sample,,,observed,,,2026-04-11 08:00:00,115.0,,,
20,26158-P-12,26158-P-12,wine_mef,Lab-26-2052,26158,Feniletil Acetato,106.43914389581346,5.0,106.43914389581346,quantified,1,106.43914389581346,5.0,undiluted_wine_sample,,,observed,,,2026-04-12 15:00:00,146.0,,,
22,26158-P-13,26158-P-13,wine_mef,Lab-26-2054,26158,Feniletil Acetato,89.4416949201251,5.0,89.4416949201251,quantified,1,89.4416949201251,5.0,undiluted_wine_sample,,,observed,,,2026-04-13 08:00:00,163.0,,,
23,26159-P-01,26159-P-01,wine_mef,Lab-26-2055,26159,Feniletil Acetato,NQ,5.0,,NQ,1,,5.0,undiluted_wine_sample,,,left_censored,0.0,5.0,2026-04-06 13:00:00,0.0,,,
25,26159-P-05,26159-P-05,wine_mef,Lab-26-2057,26159,Feniletil Acetato,3.6268012388375,5.0,3.6268012388375,below_loq,1,3.6268012388375,5.0,undiluted_wine_sample,,,left_censored,0.0,5.0,2026-04-08 15:00:00,50.0,,,
27,26159-P-09,26159-P-09,wine_mef,Lab-26-2059,26159,Feniletil Acetato,81.5774261535472,5.0,81.5774261535472,quantified,1,81.5774261535472,5.0,undiluted_wine_sample,,,observed,,,2026-04-11 08:00:00,115.0,,,
29,26159-P-11,26159-P-11,wine_mef,Lab-26-2061,26159,Feniletil Acetato,83.2207449384892,5.0,83.2207449384892,quantified,1,83.2207449384892,5.0,undiluted_wine_sample,,,observed,,,2026-04-12 08:00:00,139.0,,,
31,26159-P-12,26159-P-12,wine_mef,Lab-26-2063,26159,Feniletil Acetato,85.9653127794023,5.0,85.9653127794023,quantified,1,85.9653127794023,5.0,undiluted_wine_sample,,,observed,,,2026-04-12 15:00:00,146.0,,,
33,26159-P-15,26159-P-15,wine_mef,Lab-26-2065,26159,Feniletil Acetato,90.2237817269383,5.0,90.2237817269383,quantified,1,90.2237817269383,5.0,undiluted_wine_sample,,,observed,,,2026-04-15 08:00:00,211.0,,,
34,26210-P-01,26210-P-01,wine_mef,Lab-26-2066,26210,Feniletil Acetato,NQ,5.0,,NQ,1,,5.0,undiluted_wine_sample,,,left_censored,0.0,5.0,2026-04-17 16:00:00,0.0,,,
36,26210-P-05,26210-P-05,wine_mef,Lab-26-2068,26210,Feniletil Acetato,46.415320461434746,5.0,46.415320461434746,quantified,1,46.415320461434746,5.0,undiluted_wine_sample,,,observed,,,2026-04-19 16:00:00,48.0,,,
38,26210-P-08,26210-P-08,wine_mef,Lab-26-2070,26210,Feniletil Acetato,51.2150985775468,5.0,51.2150985775468,quantified,1,51.2150985775468,5.0,undiluted_wine_sample,,,observed,,,2026-04-21 08:00:00,88.0,,,
40,26210-P-10,26210-P-10,wine_mef,Lab-26-2072,26210,Feniletil Acetato,68.7185584177481,5.0,68.7185584177481,quantified,1,68.7185584177481,5.0,undiluted_wine_sample,,,observed,,,2026-04-22 08:00:00,112.0,,,
42,26210-P-12,26210-P-12,wine_mef,Lab-26-2074,26210,Feniletil Acetato,83.3105836945066,5.0,83.3105836945066,quantified,1,83.3105836945066,5.0,undiluted_wine_sample,,,observed,,,2026-04-23 16:00:00,144.0,,,
44,26210-P-13,26210-P-13,wine_mef,Lab-26-2076,26210,Feniletil Acetato,83.2535893660698,5.0,83.2535893660698,quantified,1,83.2535893660698,5.0,undiluted_wine_sample,,,observed,,,2026-04-24 08:00:00,160.0,,,
46,26210-P-14,26210-P-14,wine_mef,Lab-26-2078,26210,Feniletil Acetato,66.5506234552367,5.0,66.5506234552367,quantified,1,66.5506234552367,5.0,undiluted_wine_sample,,,observed,,,2026-04-25 11:00:00,187.0,,,
47,26211-P-01,26211-P-01,wine_mef,Lab-26-2079,26211,Feniletil Acetato,NQ,5.0,,NQ,1,,5.0,undiluted_wine_sample,,,left_censored,0.0,5.0,2026-04-17 16:00:00,0.0,,,
49,26211-P-05,26211-P-05,wine_mef,Lab-26-2081,26211,Feniletil Acetato,NQ,5.0,,NQ,1,,5.0,undiluted_wine_sample,,,left_censored,0.0,5.0,2026-04-19 16:00:00,48.0,,,
51,26211-P-08,26211-P-08,wine_mef,Lab-26-2083,26211,Feniletil Acetato,39.4902651494496,5.0,39.4902651494496,quantified,1,39.4902651494496,5.0,undiluted_wine_sample,,,observed,,,2026-04-21 08:00:00,88.0,,,
53,26211-P-10,26211-P-10,wine_mef,Lab-26-2085,26211,Feniletil Acetato,52.3595748548771,5.0,52.3595748548771,quantified,1,52.3595748548771,5.0,undiluted_wine_sample,,,observed,,,2026-04-22 08:00:00,112.0,,,
55,26211-P-12,26211-P-12,wine_mef,Lab-26-2087,26211,Feniletil Acetato,115.00177580839,5.0,115.00177580839,quantified,1,115.00177580839,5.0,undiluted_wine_sample,,,observed,,,2026-04-23 16:00:00,144.0,,,
57,26211-P-13,26211-P-13,wine_mef,Lab-26-2089,26211,Feniletil Acetato,61.9270932037113,5.0,61.9270932037113,quantified,1,61.9270932037113,5.0,undiluted_wine_sample,,,observed,,,2026-04-24 08:00:00,160.0,,,
59,26211-P-14,26211-P-14,wine_mef,Lab-26-2091,26211,Feniletil Acetato,73.4488193343434,5.0,73.4488193343434,quantified,1,73.4488193343434,5.0,undiluted_wine_sample,,,observed,,,2026-04-25 11:00:00,187.0,,,
60,26212-P-01,26212-P-01,wine_mef,Lab-26-2092,26212,Feniletil Acetato,NQ,5.0,,NQ,1,,5.0,undiluted_wine_sample,,,left_censored,0.0,5.0,2026-04-17 16:00:00,0.0,,,
