Código muestra,Fecha-hora,Densidad,Brix,pH,DO,Oculyze Concentration,Oculyze Viability,Oculyze Budding,Y15 Glucosa-Fructosa,Y15 Glucosa,Y15 Fructosa,Y15 PAN,Y15 Amonio,Y15 Glicerol,Y15 Acetico,Y15 Piruvic,Y15 Acetaldehido,Cf Alcolyzer (% v/v),Cf Alcolyzer Real (% v/v),Revisado por,Observaciones,experiment_id,timestamp_original,timestamp,date_normalization,ethanol_real_original_percent_vv,ethanol_correction,lot,reactor,condition,replicate,protocol,initial_volume_l,yeast,sampling_start,time_h,active_end,calibration_include,process_phase
26158-P-09,2026-10-04 15:00:00,1015.2,4.4,,,70.66,68.82,15.0,41.39,10.22,31.17,23.0,0.0,5.85,,21.0,120.0,8.35,8.049999999999999,,,26158,2026-10-04 15:00:00,2026-04-10 15:00:00,parsed_or_day_month_corrected,8.049999999999999,none,Lote 2,TK-32,A,R4,A,230,Zymaflore X5,2026-04-06 13:00:00,98.0,2026-04-13T16:24:31,True,active_process
26158-P-10,2026-11-04 08:00:00,1004.7,1.8,,,35.18,32.8,8.95,19.27,2.8,16.47,67.0,0.0,6.16,,19.0,134.0,9.79,9.489999999999998,,,26158,2026-11-04 08:00:00,2026-04-11 08:00:00,parsed_or_day_month_corrected,9.489999999999998,none,Lote 2,TK-32,A,R4,A,230,Zymaflore X5,2026-04-06 13:00:00,115.0,2026-04-13T16:24:31,True,active_process
26158-P-11,2026-11-04 15:00:00,1000.8,0.8,,,50.15,47.93,10.57,15.35,1.53,13.82,28.0,0.0,6.15,,20.0,117.0,10.07,9.77,,,26158,2026-11-04 15:00:00,2026-04-11 15:00:00,parsed_or_day_month_corrected,9.77,none,Lote 2,TK-32,A,R4,A,230,Zymaflore X5,2026-04-06 13:00:00,122.0,2026-04-13T16:24:31,True,active_process
26158-P-12,2026-12-04 15:00:00,996.3,-0.4,,,41.63,39.48,8.67,3.0,0.1,2.9,40.0,0.0,6.16,,17.0,114.0,10.91,10.61,,,26158,2026-12-04 15:00:00,2026-04-12 15:00:00,parsed_or_day_month_corrected,10.61,none,Lote 2,TK-32,A,R4,A,230,Zymaflore X5,2026-04-06 13:00:00,146.0,2026-04-13T16:24:31,True,active_process
26158-P-13,13-04-2026 08:00,994.4,-0.9,,,42.01,41.55,20.48,0.32,0.0,0.32,42.0,3.0,6.49,,11.0,128.0,10.93,10.629999999999999,,,26158,13-04-2026 08:00,2026-04-13 08:00:00,parsed_or_day_month_corrected,10.629999999999999,none,Lote 2,TK-32,A,R4,A,230,Zymaflore X5,2026-04-06 13:00:00,163.0,2026-04-13T16:24:31,True,active_process
26158-P-14,13-04-2026 15:00,,,,,,,,,,0.0,,,,,,,,0.0,,,26158,13-04-2026 15:00,2026-04-13 15:00:00,parsed_or_day_month_corrected,-0.3,owner_confirmed_negative_formula_artifact_set_to_zero,Lote 2,TK-32,A,R4,A,230,Zymaflore X5,2026-04-06 13:00:00,170.0,2026-04-13T16:24:31,True,active_process
26158-P-15,14-04-2026 08:00,,,,,,,,,,0.0,,,,,,,,0.0,,,26158,14-04-2026 08:00,2026-04-14 08:00:00,parsed_or_day_month_corrected,-0.3,owner_confirmed_negative_formula_artifact_set_to_zero,Lote 2,TK-32,A,R4,A,230,Zymaflore X5,2026-04-06 13:00:00,187.0,2026-04-13T16:24:31,False,postprocess_cooling
26158-P-16,14-04-2026 15:00,,,,,,,,,,0.0,,,,,,,,0.0,,,26158,14-04-2026 15:00,2026-04-14 15:00:00,parsed_or_day_month_corrected,-0.3,owner_confirmed_negative_formula_artifact_set_to_zero,Lote 2,TK-32,A,R4,A,230,Zymaflore X5,2026-04-06 13:00:00,194.0,2026-04-13T16:24:31,False,postprocess_cooling
26159-P-01,2026-06-04 13:00:00,1067.4,17.1,,,10.6,10.45,13.77,152.95,75.54,77.40999999999998,97.0,172.0,0.96,,12.0,55.0,1.55,1.25,,,26159,2026-06-04 13:00:00,2026-04-06 13:00:00,parsed_or_day_month_corrected,1.25,none,Lote 2,TK-33,C,R1,C,230,Zymaflore X5,2026-04-06 13:00:00,0.0,2026-04-15T08:00:00,True,active_process
26159-P-02,2026-07-04 08:00:00,1067.9,17.0,,,7.83,7.57,35.29,154.23,75.61,78.61999999999999,91.0,171.0,1.19,,18.0,97.0,1.63,1.3299999999999998,,,26159,2026-07-04 08:00:00,2026-04-07 08:00:00,parsed_or_day_month_corrected,1.3299999999999998,none,Lote 2,TK-33,C,R1,C,230,Zymaflore X5,2026-04-06 13:00:00,19.0,2026-04-15T08:00:00,True,active_process
26159-P-03,2026-07-04 15:00:00,1066.9,16.9,,,11.25,11.02,32.08,154.39,75.82,78.57,80.0,166.0,0.91,,18.0,106.0,1.66,1.3599999999999999,,,26159,2026-07-04 15:00:00,2026-04-07 15:00:00,parsed_or_day_month_corrected,1.3599999999999999,none,Lote 2,TK-33,C,R1,C,230,Zymaflore X5,2026-04-06 13:00:00,26.0,2026-04-15T08:00:00,True,active_process
26159-P-04,2026-08-04 08:00:00,1058.8,14.9,,,24.73,9.91,12.73,137.18,65.32,71.86000000000001,52.0,114.0,2.31,,40.0,127.0,2.52,2.22,,,26159,2026-08-04 08:00:00,2026-04-08 08:00:00,parsed_or_day_month_corrected,2.22,none,Lote 2,TK-33,C,R1,C,230,Zymaflore X5,2026-04-06 13:00:00,43.0,2026-04-15T08:00:00,True,active_process
26159-P-05,2026-08-04 15:00:00,1056.4,14.3,,,43.24,42.78,33.57,129.4,61.91,67.49000000000001,40.0,89.0,2.78,,40.0,138.0,3.93,3.6300000000000003,,,26159,2026-08-04 15:00:00,2026-04-08 15:00:00,parsed_or_day_month_corrected,3.6300000000000003,none,Lote 2,TK-33,C,R1,C,230,Zymaflore X5,2026-04-06 13:00:00,50.0,2026-04-15T08:00:00,True,active_process
26159-P-06,2026-09-04 08:00:00,1047.4,12.0,,,47.93,47.85,27.08,108.0,46.82,61.18,29.0,28.0,3.57,,46.0,106.0,3.89,3.5900000000000003,,,26159,2026-09-04 08:00:00,2026-04-09 08:00:00,parsed_or_day_month_corrected,3.5900000000000003,none,Lote 2,TK-33,C,R1,C,230,Zymaflore X5,2026-04-06 13:00:00,67.0,2026-04-15T08:00:00,True,active_process
26159-P-07,2026-09-04 15:00:00,1043.3,11.2,,,43.55,43.24,26.81,98.87,40.95,57.92,27.0,12.0,3.83,,39.0,140.0,4.03,3.7300000000000004,,,26159,2026-09-04 15:00:00,2026-04-09 15:00:00,parsed_or_day_month_corrected,3.7300000000000004,none,Lote 2,TK-33,C,R1,C,230,Zymaflore X5,2026-04-06 13:00:00,74.0,2026-04-15T08:00:00,True,active_process
26159-P-08,2026-10-04 15:00:00,1028.8,7.6,,,75.35,71.89,16.21,69.36,24.03,45.33,32.0,5.0,4.78,,25.0,128.0,6.65,6.3500000000000005,,,26159,2026-10-04 15:00:00,2026-04-10 15:00:00,parsed_or_day_month_corrected,6.3500000000000005,none,Lote 2,TK-33,C,R1,C,230,Zymaflore X5,2026-04-06 13:00:00,98.0,2026-04-15T08:00:00,True,active_process
26159-P-09,2026-11-04 08:00:00,1018.1,5.1,,,40.63,37.94,10.4,49.87,15.05,34.81999999999999,67.0,0.0,5.85,,21.0,130.0,7.91,7.61,,,26159,2026-11-04 08:00:00,2026-04-11 08:00:00,parsed_or_day_month_corrected,7.61,none,Lote 2,TK-33,C,R1,C,230,Zymaflore X5,2026-04-06 13:00:00,115.0,2026-04-15T08:00:00,True,active_process
26159-P-10,2026-11-04 15:00:00,1014.1,4.1,,,53.0,51.92,14.2,45.02,12.53,32.49,33.0,0.0,5.75,,16.0,125.0,8.25,7.95,,,26159,2026-11-04 15:00:00,2026-04-11 15:00:00,parsed_or_day_month_corrected,7.95,none,Lote 2,TK-33,C,R1,C,230,Zymaflore X5,2026-04-06 13:00:00,122.0,2026-04-15T08:00:00,True,active_process
26159-P-11,2026-12-04 08:00:00,1003.6,1.4,,,56.53,53.15,7.61,27.41,5.29,22.12,45.0,0.0,6.23,,20.0,117.0,9.38,9.08,,,26159,2026-12-04 08:00:00,2026-04-12 08:00:00,parsed_or_day_month_corrected,9.08,none,Lote 2,TK-33,C,R1,C,230,Zymaflore X5,2026-04-06 13:00:00,139.0,2026-04-15T08:00:00,True,active_process
26159-P-12,2026-12-04 15:00:00,1005.8,2.0,,,37.02,34.49,6.02,21.19,3.89,17.3,47.0,0.0,5.78,,18.0,120.0,9.38,9.08,,,26159,2026-12-04 15:00:00,2026-04-12 15:00:00,parsed_or_day_month_corrected,9.08,none,Lote 2,TK-33,C,R1,C,230,Zymaflore X5,2026-04-06 13:00:00,146.0,2026-04-15T08:00:00,True,active_process
26159-P-13,13-04-2026 15:00,999.0,0.3,,,40.71,39.71,15.47,8.4,0.72,7.680000000000001,47.0,7.0,6.07,,12.0,94.0,10.46,10.16,,,26159,13-04-2026 15:00,2026-04-13 15:00:00,parsed_or_day_month_corrected,10.16,none,Lote 2,TK-33,C,R1,C,230,Zymaflore X5,2026-04-06 13:00:00,170.0,2026-04-15T08:00:00,True,active_process
26159-P-14,14-04-2026 15:00,996.7,-0.5,,,39.71,39.02,16.44,1.77,0.0,1.77,46.0,2.0,6.0,,7.0,106.0,10.97,10.67,,,26159,14-04-2026 15:00,2026-04-14 15:00:00,parsed_or_day_month_corrected,10.67,none,Lote 2,TK-33,C,R1,C,230,Zymaflore X5,2026-04-06 13:00:00,194.0,2026-04-15T08:00:00,True,active_process
26159-P-15,15-04-2026 08:00,995.7,-0.7,,,52.0,51.54,17.73,0.18,0.0,0.18,39.0,0.0,6.56,,12.0,103.0,10.94,10.639999999999999,,,26159,15-04-2026 08:00,2026-04-15 08:00:00,parsed_or_day_month_corrected,10.639999999999999,none,Lote 2,TK-33,C,R1,C,230,Zymaflore X5,2026-04-06 13:00:00,211.0,2026-04-15T08:00:00,True,active_process
26210-P-01,2026-04-17 16:00:00,1068.3,17.1,,,3.42,2.57,15.73,156.29,78.72,77.57,100.0,169.0,0.98,0.07,0.0,0.0,1.55,1.25,,,26210,2026-04-17 16:00:00,2026-04-17 16:00:00,unchanged,1.25,none,Lote 3,TK-31,A,R5,A,230,Zymaflore X5,2026-04-17 16:00:00,0.0,2026-04-24T16:15:35,True,active_process
26210-P-02,2026-04-18 08:00:00,1067.2,16.9,3.05,1.58,9.75,9.45,33.86,151.08,73.7,77.38000000000001,95.0,159.0,1.23,0.13,38.0,81.0,1.62,1.32,,,26210,2026-04-18 08:00:00,2026-04-18 08:00:00,unchanged,1.32,none,Lote 3,TK-31,A,R5,A,230,Zymaflore X5,2026-04-17 16:00:00,16.0,2026-04-24T16:15:35,True,active_process
26210-P-03,2026-04-18 16:00:00,1065.0,16.3,3.04,1.66,12.94,12.83,31.75,149.61,74.42,75.19000000000001,85.0,149.0,1.13,0.09,11.0,97.0,1.7,1.4,,,26210,2026-04-18 16:00:00,2026-04-18 16:00:00,unchanged,1.4,none,Lote 3,TK-31,A,R5,A,230,Zymaflore X5,2026-04-17 16:00:00,24.0,2026-04-24T16:15:35,True,active_process
26210-P-04,2026-04-19 08:00:00,1054.7,13.8,2.9,0.53,38.56,38.44,24.3,126.55,62.41,64.14,44.0,64.0,2.77,0.18,36.0,96.0,,0.0,,,26210,2026-04-19 08:00:00,2026-04-19 08:00:00,unchanged,-0.3,owner_confirmed_negative_formula_artifact_set_to_zero,Lote 3,TK-31,A,R5,A,230,Zymaflore X5,2026-04-17 16:00:00,40.0,2026-04-24T16:15:35,True,active_process
26210-P-05,2026-04-19 16:00:00,1050.9,12.9,2.85,0.75,44.05,43.97,22.93,124.33,60.61,63.72,41.0,45.0,2.67,0.17,40.0,113.0,3.59,3.29,,,26210,2026-04-19 16:00:00,2026-04-19 16:00:00,unchanged,3.29,none,Lote 3,TK-31,A,R5,A,230,Zymaflore X5,2026-04-17 16:00:00,48.0,2026-04-24T16:15:35,True,active_process
26210-P-06,2026-04-20 08:00:00,1039.1,10.2,2.81,0.47,42.7,42.47,21.04,90.98,37.31,53.67,26.0,0.0,3.58,0.3,35.0,105.0,4.95,4.65,,,26210,2026-04-20 08:00:00,2026-04-20 08:00:00,unchanged,4.65,none,Lote 3,TK-31,A,R5,A,230,Zymaflore X5,2026-04-17 16:00:00,64.0,2026-04-24T16:15:35,True,active_process
26210-P-07,2026-04-20 16:00:00,1036.6,9.6,2.87,0.63,37.1,36.94,15.94,88.79,35.09,53.7,42.0,39.0,2.96,0.33,28.0,111.0,5.48,5.180000000000001,,,26210,2026-04-20 16:00:00,2026-04-20 16:00:00,unchanged,5.180000000000001,none,Lote 3,TK-31,A,R5,A,230,Zymaflore X5,2026-04-17 16:00:00,72.0,2026-04-24T16:15:35,True,active_process
26210-P-08,2026-04-21 08:00:00,1022.6,6.2,2.83,0.46,46.24,45.78,18.44,62.97,23.28,39.69,40.0,4.0,4.96,0.34,26.0,95.0,7.15,6.8500000000000005,,,26210,2026-04-21 08:00:00,2026-04-21 08:00:00,unchanged,6.8500000000000005,none,Lote 3,TK-31,A,R5,A,230,Zymaflore X5,2026-04-17 16:00:00,88.0,2026-04-24T16:15:35,True,active_process
26210-P-09,2026-04-21 16:00:00,1020.6,5.8,2.83,0.66,45.16,44.85,22.96,53.02,20.92,32.1,36.0,0.0,4.75,0.31,24.0,108.0,7.36,7.0600000000000005,,,26210,2026-04-21 16:00:00,2026-04-21 16:00:00,unchanged,7.0600000000000005,none,Lote 3,TK-31,A,R5,A,230,Zymaflore X5,2026-04-17 16:00:00,96.0,2026-04-24T16:15:35,True,active_process
26210-P-10,2026-04-22 08:00:00,1008.8,2.8,2.86,0.62,44.62,43.78,16.87,29.07,5.55,23.52,24.0,0.0,5.26,0.42,15.0,87.0,9.04,8.739999999999998,,,26210,2026-04-22 08:00:00,2026-04-22 08:00:00,unchanged,8.739999999999998,none,Lote 3,TK-31,A,R5,A,230,Zymaflore X5,2026-04-17 16:00:00,112.0,2026-04-24T16:15:35,True,active_process
26210-P-11,2026-04-22 16:00:00,1006.0,2.2,2.88,0.77,49.46,48.85,13.35,24.23,4.35,19.880000000000003,26.0,0.0,5.22,0.42,13.0,87.0,8.8,8.5,,,26210,2026-04-22 16:00:00,2026-04-22 16:00:00,unchanged,8.5,none,Lote 3,TK-31,A,R5,A,230,Zymaflore X5,2026-04-17 16:00:00,120.0,2026-04-24T16:15:35,True,active_process
26210-P-12,2026-04-23 16:00:00,998.8,0.2,2.91,1.41,42.93,42.55,14.67,7.64,0.59,7.05,47.0,0.0,5.63,0.37,14.0,81.0,10.53,10.229999999999999,,,26210,2026-04-23 16:00:00,2026-04-23 16:00:00,unchanged,10.229999999999999,none,Lote 3,TK-31,A,R5,A,230,Zymaflore X5,2026-04-17 16:00:00,144.0,2026-04-24T16:15:35,True,active_process
26210-P-13,2026-04-24 08:00:00,996.2,-0.5,2.9,0.62,7.6,5.91,2.02,2.18,0.01,2.1700000000000004,36.0,1.0,5.63,0.37,15.0,86.0,10.77,10.469999999999999,,,26210,2026-04-24 08:00:00,2026-04-24 08:00:00,unchanged,10.469999999999999,none,Lote 3,TK-31,A,R5,A,230,Zymaflore X5,2026-04-17 16:00:00,160.0,2026-04-24T16:15:35,True,active_process
26210-P-14,2026-04-25 11:00:00,996.2,-0.7,2.92,1.06,30.95,28.88,5.71,0.73,0.36,0.37,33.0,0.0,5.54,0.41,3.0,,10.87,10.569999999999999,,,26210,2026-04-25 11:00:00,2026-04-25 11:00:00,unchanged,10.569999999999999,none,Lote 3,TK-31,A,R5,A,230,Zymaflore X5,2026-04-17 16:00:00,187.0,2026-04-24T16:15:35,False,postprocess_cooling
26211-P-01,2026-04-17 16:00:00,1068.5,17.1,,,2.69,2.19,31.43,159.84,79.96,79.88000000000001,100.0,172.0,0.82,0.07,0.0,0.0,1.52,1.22,,,26211,2026-04-17 16:00:00,2026-04-17 16:00:00,unchanged,1.22,none,Lote 3,TK-32,A,R6,A,230,Zymaflore X5,2026-04-17 16:00:00,0.0,2026-04-25T11:00:00,True,active_process
26211-P-02,2026-04-18 08:00:00,1067.5,16.9,3.04,1.61,8.68,8.41,28.32,150.34,74.18,76.16,92.0,158.0,1.18,0.1,28.0,84.0,1.59,1.29,,,26211,2026-04-18 08:00:00,2026-04-18 08:00:00,unchanged,1.29,none,Lote 3,TK-32,A,R6,A,230,Zymaflore X5,2026-04-17 16:00:00,16.0,2026-04-25T11:00:00,True,active_process
26211-P-03,2026-04-18 16:00:00,1064.6,16.3,30.3,1.62,8.99,8.99,42.31,147.81,72.54,75.27,85.0,150.0,1.09,0.16,17.0,94.0,1.65,1.3499999999999999,,,26211,2026-04-18 16:00:00,2026-04-18 16:00:00,unchanged,1.3499999999999999,none,Lote 3,TK-32,A,R6,A,230,Zymaflore X5,2026-04-17 16:00:00,24.0,2026-04-25T11:00:00,True,active_process
26211-P-04,2026-04-19 08:00:00,1054.5,13.8,2.89,0.92,34.95,34.87,27.8,124.94,62.07,62.87,43.0,68.0,2.61,0.19,41.0,97.0,,0.0,,,26211,2026-04-19 08:00:00,2026-04-19 08:00:00,unchanged,-0.3,owner_confirmed_negative_formula_artifact_set_to_zero,Lote 3,TK-32,A,R6,A,230,Zymaflore X5,2026-04-17 16:00:00,40.0,2026-04-25T11:00:00,True,active_process
26211-P-05,2026-04-19 16:00:00,1050.4,13.0,2.87,0.65,39.9,39.86,24.06,99.82,49.65,50.169999999999995,44.0,51.0,2.21,0.15,58.0,116.0,3.49,3.1900000000000004,,,26211,2026-04-19 16:00:00,2026-04-19 16:00:00,unchanged,3.1900000000000004,none,Lote 3,TK-32,A,R6,A,230,Zymaflore X5,2026-04-17 16:00:00,48.0,2026-04-25T11:00:00,True,active_process
26211-P-06,2026-04-20 08:00:00,1039.7,10.4,2.82,0.66,41.94,41.78,20.7,94.18,38.45,55.730000000000004,28.0,0.0,3.65,0.4,36.0,106.0,4.61,4.3100000000000005,,,26211,2026-04-20 08:00:00,2026-04-20 08:00:00,unchanged,4.3100000000000005,none,Lote 3,TK-32,A,R6,A,230,Zymaflore X5,2026-04-17 16:00:00,64.0,2026-04-25T11:00:00,True,active_process
26211-P-07,2026-04-20 16:00:00,1037.6,9.8,2.87,0.36,43.7,43.7,24.6,90.82,36.48,54.339999999999996,44.0,40.0,3.04,0.32,33.0,117.0,5.34,5.04,,,26211,2026-04-20 16:00:00,2026-04-20 16:00:00,unchanged,5.04,none,Lote 3,TK-32,A,R6,A,230,Zymaflore X5,2026-04-17 16:00:00,72.0,2026-04-25T11:00:00,True,active_process
26211-P-08,2026-04-21 08:00:00,1024.3,6.6,2.84,0.63,46.16,45.85,23.63,66.99,25.95,41.03999999999999,42.0,6.0,4.71,0.28,28.0,97.0,6.96,6.66,,,26211,2026-04-21 08:00:00,2026-04-21 08:00:00,unchanged,6.66,none,Lote 3,TK-32,A,R6,A,230,Zymaflore X5,2026-04-17 16:00:00,88.0,2026-04-25T11:00:00,True,active_process
26211-P-09,2026-04-21 16:00:00,1022.0,6.1,2.83,0.36,44.32,44.24,24.44,54.83,20.73,34.099999999999994,39.0,0.0,4.5,0.34,30.0,101.0,7.16,6.86,,,26211,2026-04-21 16:00:00,2026-04-21 16:00:00,unchanged,6.86,none,Lote 3,TK-32,A,R6,A,230,Zymaflore X5,2026-04-17 16:00:00,96.0,2026-04-25T11:00:00,True,active_process
26211-P-10,2026-04-22 08:00:00,1010.4,3.2,2.87,0.52,41.01,40.71,22.1,33.56,7.37,26.19,26.0,0.0,5.29,0.45,19.0,93.0,8.64,8.34,,,26211,2026-04-22 08:00:00,2026-04-22 08:00:00,unchanged,8.34,none,Lote 3,TK-32,A,R6,A,230,Zymaflore X5,2026-04-17 16:00:00,112.0,2026-04-25T11:00:00,True,active_process
26211-P-11,2026-04-22 16:00:00,1008.0,2.6,2.89,0.82,42.09,41.78,18.98,27.68,5.41,22.27,28.0,0.0,4.93,0.39,23.0,85.0,8.85,8.549999999999999,,,26211,2026-04-22 16:00:00,2026-04-22 16:00:00,unchanged,8.549999999999999,none,Lote 3,TK-32,A,R6,A,230,Zymaflore X5,2026-04-17 16:00:00,120.0,2026-04-25T11:00:00,True,active_process
26211-P-12,2026-04-23 16:00:00,999.8,0.5,2.91,0.44,33.64,33.18,14.61,10.0,1.04,8.96,48.0,0.0,5.71,0.38,4.0,79.0,10.33,10.03,,,26211,2026-04-23 16:00:00,2026-04-23 16:00:00,unchanged,10.03,none,Lote 3,TK-32,A,R6,A,230,Zymaflore X5,2026-04-17 16:00:00,144.0,2026-04-25T11:00:00,True,active_process
26211-P-13,2026-04-24 08:00:00,996.7,-0.4,2.9,0.78,7.22,5.84,2.13,3.76,0.11,3.65,38.0,0.0,5.64,0.39,16.0,84.0,10.56,10.26,,,26211,2026-04-24 08:00:00,2026-04-24 08:00:00,unchanged,10.26,none,Lote 3,TK-32,A,R6,A,230,Zymaflore X5,2026-04-17 16:00:00,160.0,2026-04-25T11:00:00,True,active_process
26211-P-14,2026-04-25 11:00:00,996.5,-0.6,2.93,0.95,37.1,34.33,4.97,1.04,0.35,0.6900000000000001,36.0,0.0,5.47,0.42,4.0,,10.72,10.42,,,26211,2026-04-25 11:00:00,2026-04-25 11:00:00,unchanged,10.42,none,Lote 3,TK-32,A,R6,A,230,Zymaflore X5,2026-04-17 16:00:00,187.0,2026-04-25T11:00:00,True,active_process
26212-P-01,2026-04-17 16:00:00,1067.9,17.1,,,3.76,3.38,29.59,157.53,78.8,78.73,104.0,171.0,0.82,0.07,0.0,0.0,1.52,1.22,,,26212,2026-04-17 16:00:00,2026-04-17 16:00:00,unchanged,1.22,none,Lote 3,TK-33,B,R2,B,230,Zymaflore X5,2026-04-17 16:00:00,0.0,2026-04-24T16:16:12,True,active_process
26212-P-02,2026-04-18 08:00:00,1066.0,16.6,3.03,1.2,11.83,11.52,44.16,147.15,72.93,74.22,84.0,148.0,1.23,0.14,30.0,90.0,1.72,1.42,,,26212,2026-04-18 08:00:00,2026-04-18 08:00:00,unchanged,1.42,none,Lote 3,TK-33,B,R2,B,230,Zymaflore X5,2026-04-17 16:00:00,16.0,2026-04-24T16:16:12,True,active_process
26212-P-03,2026-04-18 16:00:00,1054.4,13.9,2.87,0.49,35.29,35.29,29.71,127.36,58.6,68.75999999999999,45.0,50.0,2.31,0.17,49.0,111.0,2.89,2.5900000000000003,,,26212,2026-04-18 16:00:00,2026-04-18 16:00:00,unchanged,2.5900000000000003,none,Lote 3,TK-33,B,R2,B,230,Zymaflore X5,2026-04-17 16:00:00,24.0,2026-04-24T16:16:12,True,active_process
26212-P-04,2026-04-19 08:00:00,1041.2,10.7,2.8,0.41,43.24,43.24,21.94,97.07,43.65,53.419999999999995,29.0,0.0,3.89,0.22,32.0,90.0,4.71,4.41,,,26212,2026-04-19 08:00:00,2026-04-19 08:00:00,unchanged,4.41,none,Lote 3,TK-33,B,R2,B,230,Zymaflore X5,2026-04-17 16:00:00,40.0,2026-04-24T16:16:12,True,active_process
26212-P-05,2026-04-19 16:00:00,1036.6,9.7,2.9,0.64,48.39,48.39,19.68,75.19,32.88,42.309999999999995,52.0,87.0,3.48,0.2,24.0,107.0,5.37,5.07,,,26212,2026-04-19 16:00:00,2026-04-19 16:00:00,unchanged,5.07,none,Lote 3,TK-33,B,R2,B,230,Zymaflore X5,2026-04-17 16:00:00,48.0,2026-04-24T16:16:12,True,active_process
26212-P-06,2026-04-20 08:00:00,1022.2,6.2,2.88,0.59,49.85,49.46,19.26,57.52,18.17,39.35,5.0,44.0,4.62,0.44,35.0,91.0,7.17,6.87,,,26212,2026-04-20 08:00:00,2026-04-20 08:00:00,unchanged,6.87,none,Lote 3,TK-33,B,R2,B,230,Zymaflore X5,2026-04-17 16:00:00,64.0,2026-04-24T16:16:12,True,active_process
26212-P-07,2026-04-20 16:00:00,1019.3,5.4,2.88,0.4,47.0,46.47,15.2,51.8,15.19,36.61,35.0,37.0,4.03,0.44,45.0,97.0,7.48,7.180000000000001,,,26212,2026-04-20 16:00:00,2026-04-20 16:00:00,unchanged,7.180000000000001,none,Lote 3,TK-33,B,R2,B,230,Zymaflore X5,2026-04-17 16:00:00,72.0,2026-04-24T16:16:12,True,active_process
26212-P-08,2026-04-21 08:00:00,1010.2,2.9,2.88,0.66,45.24,45.16,21.22,33.4,10.2,23.2,41.0,30.0,5.26,0.39,14.0,80.0,8.88,8.58,,,26212,2026-04-21 08:00:00,2026-04-21 08:00:00,unchanged,8.58,none,Lote 3,TK-33,B,R2,B,230,Zymaflore X5,2026-04-17 16:00:00,88.0,2026-04-24T16:16:12,True,active_process
26212-P-09,2026-04-21 16:00:00,1008.6,2.7,2.89,0.58,54.99,54.84,24.02,26.74,8.16,18.58,38.0,29.0,5.13,0.36,32.0,85.0,9.0,8.7,,,26212,2026-04-21 16:00:00,2026-04-21 16:00:00,unchanged,8.7,none,Lote 3,TK-33,B,R2,B,230,Zymaflore X5,2026-04-17 16:00:00,96.0,2026-04-24T16:16:12,True,active_process
26212-P-10,2026-04-22 16:00:00,1000.4,0.6,2.9,0.55,36.25,35.87,14.41,11.08,0.66,10.42,27.0,25.0,5.54,0.42,16.0,76.0,9.86,9.559999999999999,,,26212,2026-04-22 16:00:00,2026-04-22 16:00:00,unchanged,9.559999999999999,none,Lote 3,TK-33,B,R2,B,230,Zymaflore X5,2026-04-17 16:00:00,120.0,2026-04-24T16:16:12,True,active_process
26212-P-11,2026-04-23 16:00:00,996.5,-0.4,2.92,0.59,45.78,45.39,15.6,2.79,0.06,2.73,48.0,22.0,5.84,0.38,4.0,70.0,10.83,10.53,,,26212,2026-04-23 16:00:00,2026-04-23 16:00:00,unchanged,10.53,none,Lote 3,TK-33,B,R2,B,230,Zymaflore X5,2026-04-17 16:00:00,144.0,2026-04-24T16:16:12,True,active_process
26212-P-12,2026-04-24 08:00:00,994.9,-0.7,2.92,1.2,24.27,22.12,8.54,0.41,0.08,0.32999999999999996,38.0,25.0,5.55,0.38,2.0,75.0,10.92,10.62,,,26212,2026-04-24 08:00:00,2026-04-24 08:00:00,unchanged,10.62,none,Lote 3,TK-33,B,R2,B,230,Zymaflore X5,2026-04-17 16:00:00,160.0,2026-04-24T16:16:12,True,active_process
26212-P-13,2026-04-25 11:00:00,996.9,-0.6,2.93,1.08,49.69,46.08,7.57,0.66,0.34,0.32,36.0,24.0,5.42,0.42,2.0,,10.89,10.59,,,26212,2026-04-25 11:00:00,2026-04-25 11:00:00,unchanged,10.59,none,Lote 3,TK-33,B,R2,B,230,Zymaflore X5,2026-04-17 16:00:00,187.0,2026-04-24T16:16:12,False,postprocess_cooling
